0|ʃalˈom uvʁuχˈim habaʔˈim leʔosˈim histˈoʁja. lˈama kˈol kˈaχ kaʃˈe liftˈoʁ ʔˈet beʔajˈat hahitχamemˈut haɡlobˈalit?
1|ʔˈim ʔatˈem ʁotsˈim laχˈuʃ ʔˈal bsaʁχˈem, ʔˈet haʃpaʔotˈav ʃˈel ʃinˈuj haʔaklˈim,
2|ʔanˈi matsˈia laχˈem liknˈot bˈajit beflˈoʁida. flˈoʁida hˈi lˈo hamakˈom habatuˈaχ bejotˈeʁ laɡˈuʁ bˈo.
3|hastatˈistika moχiχˈa ʃekvˈaʁ meʔˈaz ʔemtsˈa hamˈeʔa atʃˈa ʔesʁˈe,
4|flˈoʁida movilˈa ʔˈet ʔaʁtsˈot habʁˈit bemispˈaʁ ʔasonˈot hatˈeva ʃemitʁaχaʃˈim bˈa.
5|ʔejʁuʔˈej mˈezeɡ ʔavˈiʁ kitsonijˈim ɡoʁmˈim lenezakˈim behekˈef ʃˈel χamiʃˈa ʔˈad ʔasaʁˈa miljaʁdˈej dolˈaʁim.
6|lˈama ʃenitˈen lektsˈat ɡˈeʃem lehafʁˈia lˈanu laɡˈuʁ kaʁˈov ledˈisnilend?
7|ʔˈim habˈajit ʃelˈanu jipaɡˈa misufˈa χazakˈa, meʔˈaz ʃnˈat ʔalpˈajim uʃmonˈa ʔesʁˈe niʁʃˈemet ʔazivˈa muʔˈetset ʃˈel χavaʁˈot bitˈuaχ ʔˈet hamedinˈa, vehaχavaʁˈot ʃeʔadˈajin poʔalˈot beʃˈuk habitˈuaχ ʃˈel flˈoʁida,
8|notˈot lehaχaʁˈiɡ ʔasonˈot tˈeva mehakisujˈim ʃelahˈen.
9|ʔˈo lehaʔalˈot ʔˈet hameχˈiʁ bemidˈa maʃmaʔutˈit. zinkˈu hapʁˈamijot ʃˈel bituχˈej habatˈim beflˈoʁida.
10|lesχˈum ʃˈel lemˈaʔla mˈi ʃˈeʃet alafˈim, dˈolaʁ leʃanˈa.
11|pˈi ʃloʃˈa mehamemutsˈa beʔaʁtsˈot habʁˈit. hˈi haʔalijˈa hadʁamˈatit bemispˈaʁ ʔejʁuʔˈej mˈezeɡ haʔavˈiʁ hakitsonijˈim
12|ʃemitʁaχaʃˈim bamedinˈa baχamˈeʃ haʃanˈim haʔaχʁonˈot.
13|totsaʔˈa jeʃiʁˈa ʃˈel hahitχamemˈut haɡlobˈalit. haʔalijˈa betempeʁatˈuʁot hamˈajim baʔokijˈanosim.
14|meviʔˈa leχˈaχ ʃehasufˈot ʃepoɡʔˈot beflˈoʁida, hamemutsˈa bamedinˈa hajˈa ʃnˈej ʔejʁuʔˈej kitsˈon beʃanˈa
15|kajˈom medubˈaʁ ʔˈal χamiʃˈa ʔejʁuʔˈim ʃekaʔˈele. ʔatˈid laχzˈoʁ ʔˈal ʔatsmˈo ɡˈam beʔezoʁˈim ʁabˈim ʔaχeʁˈim beʁaχavˈej haʔolˈam.
16|ʔanˈi batˈuaχ ʃeʔanˈi lˈo mamˈaʃ maftˈia ʔetχˈem, haʁˈej kvˈaʁ ʔasʁˈot ʃanˈim ʃeʔanˈaχnu ʃomʔˈim ʔˈal hasakanˈa ʃemetsivˈa bfanˈenu.
17|haʔalijˈa hanikˈeʁet beʁikˈuz hapaχmˈan haduχmtsanˈi baʔatmosfˈeʁa.
18|ɡˈaz ʃeniflˈat meʔejnsfˈoʁ mitknˈej taʔasijˈa ʃesoʁfˈim peχˈam, nˈeft veɡˈaz.
19|vepoltˈim ʔˈet totsʁˈej hasʁefˈa laʔavˈiʁ. ɡˈam ʔˈim hajˈinu matsliχˈim bedˈeʁeχ nˈes.
20|laʔatsˈoʁ laχalutˈin ʔˈet kˈol plitˈot hapaχmˈan hadˈu χamtsanˈi baʔolˈam.
21|lejatsˈeʁ ʔenˈeʁɡija ʁˈak mimekoʁˈot mitχadʃˈim, lisɡˈoʁ ʔˈet kˈol hamifʔalˈim hamezahamˈim.
22|velehaχalˈif ʔˈet kˈol menoʔˈej habenzˈin vehadˈizel. ʔadˈajin lˈo hajˈa beχˈaχ dˈaj.
23|beχdˈej livlˈom ʔˈet hahitχamemˈut haɡlobˈalit. kedˈej leɡalˈot ʔˈet hatʃuvˈa laʃeʔelˈa hazˈo.
24|bemˈeʃeχ ʁˈov ʃnˈot hahistˈoʁja, hadeʔˈa hamekubˈelet hajtˈa ʃˈel hapeʔilˈut haʔenoʃˈit.
25|jˈeʃ haʃpaʔˈa mesujˈemet ʔˈal mˈezeɡ haʔavˈiʁ, lemaʃˈal hanisajˈon hamitstabˈeʁ heʁʔˈa ʃenikˈuz bitsˈot vekʁitˈa masˈivit ʃˈel jeʔaʁˈot.
26|ʔasujˈim leʃanˈot ʔˈet miʃtˈaʁ haʁuχˈot vekamujˈot haɡʃamˈim beʔotˈo ʔezˈoʁ.
27|ʔavˈal hahaʃpaʔˈa hazˈo, ɡaʁsˈa hasvaʁˈa hamekubˈelet, hajˈa haʁiʃˈon ʃebeʔˈelef ʃmonˈa meʔˈot tiʃʔˈim vaʃˈeʃ,
28|heʔelˈa ʔˈet haʔefʃaʁˈut ʃelivnˈej haʔadˈam davkˈa ʔasujˈa lihjˈot haʃpaʔˈa ʔaʁukˈat tvˈaχ.
29|ʃehapaχmˈan hadˈu χamtsanˈi ʃeniflˈat laʔatmosfˈeʁa beʔikvˈot sʁefˈat pˈaχam,
30|ʔˈaf ʔeχˈad lˈo mamˈaʃ lakˈaχ ʔotˈo biʁtsinˈut. haʔuvdˈa ʃehapaχmˈan hadˈu χamtsanˈi baʔatmosfˈeʁa.
31|mesuɡˈal liχlˈo bemeʁχaʔˈot χˈom velimnˈoa mimˈeno livʁˈoaχ bekadˈuʁ haʔˈaʁets ʔˈel haχalˈal.
32|hafizikˈaʔi hatsaʁfatˈi ʒˈan batˈist ʒozˈef foʁijˈe.
33|kˈama ʔenˈeʁɡija mekabˈel koχˈav halˈeχet ʃelˈanu mehaʃˈemeʃ, vekˈama mehaʔenˈeʁɡija hazˈo hˈu makʁˈin baχazaʁˈa laχalˈal.
34|ʃelefˈi kamˈut haʔˈoʁ ʃenofˈelet ʔˈal kadˈuʁ haʔˈaʁets, minˈus ʃmˈona ʔesʁˈe maʔalˈot bememutsˈa.
35|hatempeʁatˈuʁa hamemutsˈaʔat ʔˈal pnˈej kadˈuʁ haʔˈaʁets ɡvˈoha jotˈeʁ bemidˈa maʃmaʔutˈit.
36|ʃeχajˈav lihjˈot manɡenˈon kˈolʃehu ʃemonˈea mikadˈuʁ haʔˈaʁets lehitkaʁˈeʁ.
37|ʃezˈe kaniʁʔˈe tsaʁˈiχ lihjˈot kaʃˈuʁ beʔˈofen kˈolʃehu laʔatmosfˈeʁa ʃemekifˈa ʔˈet koχˈav halˈeχet ʃelˈanu.
38|meχkʁˈej hemʃˈeχ ʃeʔaʁχˈu χokʁˈim ʔaχeʁˈim χolˈef dˈeʁeχ haʔatmosfˈeʁa lelˈo hafʁaʔˈot mejuχadˈot.
39|vemeχamˈem ʔˈet hakˈaʁka veʔˈet haʔokijˈanosim. ɡoʁˈemet lahˈem lehafˈik kʁinˈa ʔˈinfʁa ʔadumˈa.
40|kʁinˈa betˈedeʁ namˈuχ jotˈeʁ mizˈe ʃˈel haʔˈoʁ haniʁʔˈe.
41|ʔozˈevet ʔˈet kadˈuʁ haʔˈaʁets veniflˈetet ʔˈel heχalˈal. ʔavˈal beʔˈod ʃehaχankˈan vehaχamtsˈan.
42|ʃnˈej haɡˈazim hanefotsˈim bejotˈeʁ baʔatmosfˈeʁa ʃelˈanu ʃkufˈim jaχasˈit lʔˈoʁ haʔˈinfʁa adˈom?
43|ʔedˈej mˈajim, metʔˈan vepaχmˈan dˈu χamtsanˈi.
44|bolʔˈim ʔˈet haʔˈoʁ haʔˈinfʁa ʔadˈom bijilˈut ʁabˈa.
45|kemˈo smiχˈa ʔavˈa ʃeʃomˈeʁet ʔˈal kadˈuʁ haʔˈaʁets mibˈen ʃlˈoʃet haɡˈazim ʃetoʁmˈim leʔefˈekt haχamamˈa.
46|ʁikˈuz haʔedˈim jaχˈol lehaɡˈiʔa liχedˈej ʃaloʃˈa ʔaχuzˈim, mehavˈe kˈe ʔˈefes nekudˈa ʔˈefes ʃalˈoʃ ʔaχuzˈim bilvˈad.
47|kemˈi ʃeʔasˈuj lehavˈi leʔalijˈat hatempeʁatˈuʁa. hatʃuvˈa tmunˈa bemanɡenˈon maʃˈov nistˈaʁ.
48|ʃemaɡbˈiʁ ʔˈet haʃpaʔatˈo ʃˈel hapaχmˈan hadˈu χamtsanˈi ʔˈal hahitχamemˈut haɡlobˈalit.
49|bemidˈa lˈo pʁopoʁtsjonˈalit bejˈaχas lakamˈut ʃelˈo baʔatmosfˈeʁa.
