Variable,Description
BASMID,Unique child identifier
RCNOW,Regular care from relative
RCWEEK,Care from relative regularly scheduled
RCTYPE,Relative relation to child
RCAGE,Age of relative care provider
RCPLACE,Home for relative care
RCTIME,Time from home to relative’s home
RCDAYS,Days a week child receives care from relative
RCHRS,Hours a week child receives care from relative
RCCVRWK,Relative care covers work hours
RCSTRTY,Child’s age when care began from relative (Years)
RCSTRTM,Child’s age when care began from relative (Months)
RCSPEAK,Language spoken by relative when caring for child
RCSKNFV,Relative care for child sick without a fever
RCSKFV,Relative care for child sick with a fever
RCOTCH,How many children under relative’s care
RCFEE,Charge for care by relative
RCREL,Outside relative pays for care by relative
RCTANF,TANF pays for care by relative
RCSSAC,Other social service pays for care by relative
RCEMPL,Employer pays for care by relative
RCOTHER,Someone else pays for care by relative
RCCOST,Amount household pays for care by relative
RCUNIT,Unit of time for cost of relative care
RCCSTHNX,Number of children in household amount covers for relative care
RCOTHC,Other regular relative care arrangements
RCTLHR,Hours each week spent in other relative care
NCNOW,Care from non-relative
NCWEEK,Care from non-relative regularly scheduled
NCINHH,Care provider live in household
NCPLACE,Home for non-relative care
NCTIME,Time from home to non-relative’s home
NCDAYS,Days a week child receives non-relative care
NCHRS,Hours each week child receives non-relative care
NCCVRWK,Non-relative care covers work hours
NCSTRTY,Child’s age when care began from non-relative (Years)
NCSTRTM,Child’s age when care began from non-relative (Months)
NCALKNE,Non-relative care provider already known
NCAGE,Non-relative care provider 18 or older
NCSPEAK,Language spoken by non-relative when caring for child
NCSKNFV,Non-relative care for child sick without a fever
NCSKFV,Non-relative care for child sick with a fever
NCOTCH,How many children under non-relative’s care
NCRCMDPT,Recommend non-relative care provider to another
NCFEE,Charge for care by non-relative
NCREL,Relative pays for care by non-relative
NCTANF,TANF pays for care by non-relative
NCSSAC,Other social service pays for care by non-relative
NCEMPL,Employer pays for care by non-relative
NCOTHER,Someone else pays for care by non-relative
NCCOST,Amount household pays for care by non-relative
NCUNIT,Unit of time for cost of non-relative care
NCCSTHNX,Number of children in household amount covers for non-relative care
NCOTHC,Other regular non-relative care arrangements
NCTLHR,Total hours per week in care with non-relatives
CPNNOWX,Attending program not in private home
CPWEEKX,Attend program at least once a week
CPPLACEX,Program location
CPSPRLG,Program teaches religious content
CPWORK,Program location at workplace
CPHEADST,(Early) Head Start program
CPDAYS,Days each week child attends program
CPHRS,Hours each week child attends program
CPCVRWK,Program covers work hours
CPSTRTY,Age of child when starting program (Years)
CPSTRTM,Age of child when starting program (Months)
CPSPEAK,Language spoken by program provider when caring for child
CPTIME,Time from home to program
CPRCMDPT,Recommend program to another
CPTEST,"Provide hearing, speech, vision testing"
CPPHYSE,Provide physical examinations
CPDENTA,Provide dental examinations
CPDISAB,Provide testing for learning problems
CPMEDAM,Provide medication administration
CPSKNFV,Provide care when child is sick without fever
CPSKFV,Provide care when child is sick with fever
CPFEE,Charge for program
CPREL,Relative pays for program care
CPTANF,TANF pays for program care
CPSSAC,Other social service pays for program care
CPEMPL,Employer pays for program care
CPOTHER,Someone else pays for program care
CPCOST,Amount household pays for program care
CPUNIT,Unit of time for cost of program care
CPCSTHNX,Number of children in household amount covers for program
CPOTHC,Other regular program care arrangements
CPTLHR,Total hours per week at programs
PCEVRHDX,Ever attended (Early) Head Start program
MAINRESN,Reason for wanting care
PPCHOIC,Feel good choices for care
CRSRCH,Searched for care
PPDIFCLT,Difficulty finding care
WHYDIFCLT,Reason finding care was difficult
CCPY,Care arrangement in the past year
CCREASN1,Main reason household chose care arrangement - Code 1
CCREASN2,Main reason household chose care arrangement - Code 2
CCREASN3,Main reason household chose care arrangement - Code 3
CCREASN4,Main reason household chose care arrangement - Code 4
CCREASN5,Main reason household chose care arrangement - Code 5
DCLOA,Importance of location
DCOST,Importance of cost
DRELY,Importance of reliability
DLERN,Importance of learning activities
DCHIL,Importance of child interaction with other kids
DHROP,Importance of caregiver availability
DNBGRP,Importance of number of children in group
DRTWEB,Importance of website ratings
DRECFAM,Importance of personal recommendations
DQUAL,Importance of qualifications of staff
DRELOR,Importance of religious orientation
HABOOKS,Books child owns
FOREADTOX,Time spent reading to child
FORDDAYX,Minutes spent each time reading to child
FOSTORYX,"In the past week, times child has been told a story"
FOWORDSX,"In the past week, times child has been taught letters, words, or numbers"
FOSANG,"In the past week, times sang with child"
FOCRAFTSX,"In the past week, time spent on arts and crafts with child"
FODINNERX,Times eaten evening meal together
FOLIBRAY,Visited a library in the past month
FOBOOKST,Visited a bookstore in the past month
DPIAGE,Child older or younger than 2 years
DPLETTER,Recognize letters of alphabet
DPNAME,Ability to write first name
DPLTRSND,Recognize beginning sound of a word
DPEXPLN,Explain things he or she has seen
DPCOUNT,Count up to N
DPSHAPE,Identify basic shapes
HDHEALTH,Health of child
HDINTDIS,Intellectual disability
HDSPEECHX,Speech or language impairment
HDDISTRBX,Serious emotional disturbance
HDDEAFIMX,Deafness or another hearing impairment
HDBLINDX,Blindness or another visual impairment
HDORTHOX,Orthopedic impairment
HDAUTISMX,Autism
HDPDDX,Pervasive Developmental Disorder
HDADDX,Attention Deficit Disorder
HDLEARNX,Learning disability
HDDELAYX,Developmental delay
HDTRBRAIN,Traumatic brain injury
HDOTHERX,Another health impairment
HDDLYRSK,At-risk for delay
HDIFSPIEP,Services provided by ISFP or IEP
HDCOMMUX,Satisfaction with service provider communication
HDSPCLED,Enrollment in special education classes
HDLEARN,Condition interferes with learning
HDPLAY,Condition interferes with participation in play
HDOUT,Condition interferes with going on outings
HDFRNDS,Condition interferes with making friends
HDCHDCARE,Condition interferes with ability to attend care
CDOBMM,Month child born
CDOBYY,Year child born
CPLCBRTH,Country where child born
CMOVEAGE,Age of child when first moved to US
CHISPAN,"Child of Spanish, Hispanic, or Latino origin"
CAMIND,Child Race - American Indian or Alaska Native
CASIAN,Child Race - Asian
CBLACK,Child Race - Black or African American
CPACI,Child Race - Native Hawaiian or other Pacific Islander
CWHITE,Child Race - White
CHISPRM,"Child Race - Hispanic, race not reported"
CSEX,Child Sex
CLIVYN,Child lives at another address
CLIVELSWX,Address where child spends most time
CSPEAKX,Language spoken by child at home
CENGLPRG,Enrolled in language program
HHTOTALXX,Total people in household
HHBROSX,Brothers
HHSISSX,Sisters
HHMOM,Mothers
HHDAD,Fathers
HHAUNTSX,Aunts
HHUNCLSX,Uncles
HHGMASX,Grandmothers
HHGPASX,Grandfathers
HHCSNSX,Cousins
HHPRTNRSX,Parent’s girlfriend/boyfriend/partner
HHORELSX,Other relatives
HHONRELSX,Other non-relatives
RELATION,Relation to child
HHENGLISH,Language spoken at home - English
HHSPANISH,Language spoken at home - Spanish
HHFRENCH,Language spoken at home - French
HHCHINESE,Language spoken at home - Chinese
HHOTHLANG,Language spoken at home - Other
P1REL,Relation of first parent/guardian to child
P1SEX,First parent/guardian sex
P1MRSTA,First parent/guardian marital status
P1BFGF,First parent/guardian living with partner
P1FRLNG,First parent/guardian first language
P1SPEAK,Language spoken most often at home by first parent/guardian
P1PLCBRTH,First parent/guardian born in U.S.
P1AGEMV,Age of first parent/guardian when first moved to US
P1HISPAN,"First parent/guardian of Spanish, Hispanic, or Latino origin"
P1AMIND,First parent/guardian race - American Indian or Alaska Native
P1ASIAN,First parent/guardian race - Asian
P1BLACK,First parent/guardian race - Black or African American
P1PACI,First parent/guardian race - Native Hawaiian or other Pacific Islander
P1WHITE,First parent/guardian race - White
P1HISPRM,"First parent/guardian race - Hispanic, race not reported"
P1EDUC,First parent/guardian highest grade level completed
P1ENRL,First parent/guardian attending school
P1EMPL,First parent/guardian employment status
P1HRSWK,First parent/guardian hours worked per week
P1LKWRK,First parent/guardian looking for work
P1MTHSWRK,First parent/guardian months worked
P1AGE,First parent/guardian age
P2GUARD,Second parent/guardian
P2REL,Relation of second parent/guardian to child
P2SEX,Second parent/guardian sex
P2MRSTA,Second parent/guardian marital status
P2BFGF,Second parent/guardian living with partner
P2FRLNG,Second parent/guardian first language
P2SPEAK,Language spoken most often at home by second parent/guardian
P2PLCBRTH,Second parent/guardian born in U.S.
P2AGEMV,Age of second parent/guardian when first moved to US
P2HISPAN,"Second parent/guardian of Spanish, Hispanic, or Latino origin"
P2AMIND,Second parent/guardian race - American Indian or Alaska Native
P2ASIAN,Second parent/guardian race - Asian
P2BLACK,Second parent/guardian race - Black or African American
P2PACI,Second parent/guardian race - Native Hawaiian or other Pacific Islander
P2WHITE,Second parent/guardian race - White
P2HISPRM,"Second parent/guardian race - Hispanic, race not reported"
P2EDUC,Second parent/guardian highest grade level completed
P2ENRL,Second parent/guardian attending school
P2EMPL,Second parent/guardian employment status
P2HRSWK,Second parent/guardian hours worked per week
P2LKWRK,Second parent/guardian looking for work
P2MTHSWRK,Second parent/guardian months worked
P2AGE,Second parent/guardian age
HWELFTANST,Received TANF in past 12 months
HWIC,Received WIC in past 12 months
HFOODST,Received food stamps in past 12 months
HMEDICAID,Received Medicaid in past 12 months
HCHIP,Received CHIP in past 12 months
HSECN8,Received Section 8 in past 12 months
TTLHHINC,Total income
OWNRNTHB,Own/rent house
HVINTSPHO,Internet access on a cell phone
HVINTCOM,Internet access on a computer or tablet
CHLDNT,Child use of internet for learning at home
LRNCOMP,Learning activities on computer
LRNTAB,Learning activities on tablet
LRNCELL,Learning activities on cell phone
DSBLTY,D-Child currently has disability
PAR1EDUC,D-Educational attainment of child’s first parent or guardian
PAR1EMPL,D-Work status of child’s first parent or guardian
PAR1FTFY,D-First parent or guardian works full time
PAR1MARST,D-First parent or guardian marital status
PAR1TYPE,D-Specific relationship of first parent or guardian to child
PAR1FSTGN,D-First parent or guardian first generation immigrant status
PAR2EDUC,D-Educational attainment of child’s second parent or guardian
PAR2EMPL,D-Work status of child’s second parent or guardian
PAR2FTFY,D-Second parent or guardian works full time
PAR2MARST,D-Second parent or guardian marital status
PAR2TYPE,D-Specific relationship of second parent or guardian to child
PAR2FSTGN,D-Second parent or guardian first generation immigrant status
HHPARN19X,D-Parental structure of household
HHPARN19_BRD,D-Household has second parent or guardian
NUMSIBSX,D-Number of child’s siblings
FAMILY19X,D-Family type with parents
FAMILY19_BRD,D-Family type with adults
HHUNDR6X,D-Number of children younger than age 6
HHUNDR10X,D-Number of children younger than age 10
HHUNDR16X,D-Number of children younger than age 16
HHUNDR18X,D-Number of children younger than age 18
HHUNID,"D-Other household member, not identified"
LANGUAGEX,D-English spoken most by parents
PARGRADEX,D-Parent/guardian highest education
RACEETH,D-Race and ethnicity of child
RACEETH2,D-Detailed race and ethnicity of child
INTACC,D-Household has internet access
ANYCAREX,D-Child participates in any nonparental care or program arrangements
ANYCARE2X,D-Child has nonparental care at least once a week
