Variable,Description
   RECTYPE   ,File type identifier
   SRVY_YR   ,Year of Native Hawaiian and Pacific Islander Survey (NHPI)
   HHX       ,Household Number
   FMX       ,Family Number
   FPX       ,Person Number (Within family)
   WTFA      ,Weight - Final Annual
   VAR_STR   ,Pseudo-stratum for variance estimation
   VAR_PSU   ,Pseudo-PSU for variance estimation
   SEX       ,Sex
   ORIGIN_I  ,Hispanic Ethnicity
   ORIGIMPT  ,Hispanic Origin Imputation Flag
   HISPAN_I  ,Hispanic subgroup detail
   HISPIMPT  ,Type of Hispanic Origin Imputation Flag
   RACERPI2  ,OMB groups w/multiple race
   RACEIMP2  ,Race Imputation Flag
   MRACRPI2  ,Race coded to single/multiple race group
   ERIMPFLG  ,Ethnicity/Race Imputation Flag
   NHPI_ANY  ,Any mention of NHPI group
   NOWAF     ,Armed Forces Status
   RRP       ,Relationship to the HH reference person
   HHREFLG   ,HH Reference Person Flag
   FRRP      ,Relationship to family ref. Person
   DOB_Y_P   ,Year of Birth
   AGE_P     ,Age
   AGE_CHG   ,Indication of AGE correction due to data entry error
   FMRPFLG   ,Family Respondent Flag
   FMREFLG   ,Family Reference Person Flag
   MAR_STAT  ,Marital status
   FSPOUS2   ,Person # of spouse
   COHAB1    ,Cohabiting person ever married
   COHAB2N   ,Cohabiting person's current marital status
   FCOHAB3   ,Person # of partner
   SIB_DEGN  ,Degree of sibling relationship to HH reference person
   FMOTHER1  ,Person # of mother
   MOM_DEGN  ,Type of relationship with Mother
   FFATHER1  ,Person # of father
   DAD_DEGN  ,Type of relationship with father
   PARENTSN  ,Parent(s) present in the family
   MOM_EDN   ,Education of Mother
   DAD_EDN   ,Education of Father
   ASTATFLG  ,Sample Adult Flag
   CSTATFLG  ,Sample Child Flag
   QCADULT   ,Quality control flag for sample adult
   QCCHILD   ,Quality control flag for sample child
   FDRN_FLG  ,Disability Questions flag
   PLAPLYLM  ,Is - - limited in kind/amount play?
   PLAPLYUN  ,Is - - able to play at all?
   PSPEDEIS  ,Does - - receive Special Education or EIS?
   PSPEDEM   ,Receive Special Education/EIS due to emotional/behavioral problem
   PLAADL    ,Does - - need help with personal care?
   LABATH    ,Does - - need help with bathing/showering?
   LADRESS   ,Does - - need help dressing?
   LAEAT     ,Does - - need help eating?
   LABED     ,Does - - need help in/out of bed or chairs?
   LATOILT   ,Does - - need help using the toilet?
   LAHOME    ,Does - - need help to get around in the home?
   PLAIADL   ,Does - - need help with routine needs?
   PLAWKNOW  ,Is - - unable to work NOW due to health problem?
   PLAWKLIM  ,Is - - limited in kind/amount of work?
   PLAWALK   ,Does - - have difficulty walking without equipment?
   PLAREMEM  ,Is - - limited by difficulty remembering?
   PLIMANY   ,Is - - limited in any (other) way?
   LA1AR     ,"Any limitation - all persons, all conditions"
   LAHCC1    ,Vision/problem seeing causes limitation
   LAHCC2    ,Hearing problem causes limitation
   LAHCC3    ,Speech problem causes limitation
   LAHCC4    ,Asthma/breathing problem causes limitation
   LAHCC5    ,Birth defect causes limitation
   LAHCC6    ,Injury causes limitation
   LAHCC7A   ,"Intellectual disability, also known as mental retardation causes limitation"
   LAHCC8    ,"Other developmental problem (e.g., cerebral palsy) causes limitation"
   LAHCC9    ,"Other mental, emotional, or behavioral problem causes limitation"
   LAHCC10   ,"Bone, joint, or muscle problem causes limitation"
   LAHCC11   ,Epilepsy or seizures cause limitation
   LAHCC12   ,Learning disability causes limitation
   LAHCC13   ,Attention Deficit/Hyperactivity Disorder (ADD/ADHD) causes limitation
   LAHCC90   ,Other impairment/problem (1) causes limitation
   LCCHRC1   ,Vision problem condition status
   LCCHRC2   ,Hearing problem condition status
   LCCHRC3   ,Speech problem condition status
   LCCHRC4   ,Asthma/breathing problem condition status
   LCCHRC5   ,Birth defect condition status
   LCCHRC6   ,Injury condition status
   LCCHRC7A  ,"Intellectual disability, also known as mental retardation condition status"
   LCCHRC8   ,Other developmental problem condition status
   LCCHRC9   ,"Other mental, emotional, or behavioral problem condition status"
   LCCHRC10  ,"Bone, joint, or muscle problem condition status"
   LCCHRC11  ,Epilepsy or seizures condition status
   LCCHRC12  ,Learning disability condition status
   LCCHRC13  ,Attention deficit/hyperactivity disorder (ADD/ADHD) condition status
   LCCHRC90  ,Other impairment/problem (1) condition status
   LAHCA1    ,Vision/problem seeing causes limitation
   LAHCA2    ,Hearing problem causes limitation
   LAHCA3    ,Arthritis/rheumatism causes limitation
   LAHCA4    ,Back or neck problem causes limitation
   LAHCA5    ,"Fracture, bone/joint injury causes limitation"
   LAHCA6    ,Other injury causes limitation
   LAHCA7    ,Heart problem causes limitation
   LAHCA8    ,Stroke problem causes limitation
   LAHCA9    ,Hypertension/high blood pressure causes limitation
   LAHCA10   ,Diabetes causes limitation
   LAHCA11   ,"Lung/breathing problem (e.g., asthma and emphysema) causes limitation"
   LAHCA12   ,Cancer causes limitation
   LAHCA13   ,Birth defect causes limitation
   LAHCA14A  ,"Intellectual disability, also known as mental retardation causes limitation"
   LAHCA15   ,"Other developmental problem (e.g., cerebral palsy) causes limitation"
   LAHCA16   ,Senility causes limitation
   LAHCA17   ,Depression/anxiety/emotional problem causes limitation
   LAHCA18   ,Weight problem causes limitation
   LAHCA19_  ,Missing or amputated limb/finger/digit causes limitation
   LAHCA20_  ,Musculoskeletal/connective tissue problem causes limitation
   LAHCA21_  ,Circulation problems (including blood clots) cause limitation
   LAHCA22_  ,Endocrine/nutritional/metabolic problem causes limitation
   LAHCA23_  ,Nervous system/sensory organ condition causes limitation
   LAHCA24_  ,Digestive system problem causes limitation
   LAHCA25_  ,Genitourinary system problem causes limitation
   LAHCA26_  ,Skin/subcutaneous system problem causes limitation
   LAHCA27_  ,Blood or blood-forming organ problem causes limitation
   LAHCA28_  ,Benign tumor/cyst causes limitation
   LAHCA30_  ,Other mental problem/ADD/bipolar/schizophrenia causes limitation
   LAHCA31_  ,Surgical after-effects/medical treatment causes limitation
   LAHCA32_  ,'Old age'/elderly/aging-related problem causes limitation
   LAHCA33_  ,Fatigue/tiredness/weakness causes limitation
   LAHCA34_  ,Pregnancy-related problem causes limitation
   LAHCA90   ,Other impairment/problem (1) causes limitation
   LACHRC1   ,Vision problem condition status
   LACHRC2   ,Hearing problem condition status
   LACHRC3   ,Arthritis/rheumatism condition status
   LACHRC4   ,Back or neck problem condition status
   LACHRC5   ,"Fracture, bone/joint injury condition status"
   LACHRC6   ,Other injury condition status
   LACHRC7   ,Heart problem condition status
   LACHRC8   ,Stroke problem condition status
   LACHRC9   ,Hypertension or high blood pressure condition status
   LACHRC10  ,Diabetes condition status
   LACHRC11  ,"Lung or breathing problem (e.g., asthma and emphysema): condition status"
   LACHRC12  ,Cancer condition status
   LACHRC13  ,Birth defect condition status
   LCHRC14A  ,"Intellectual disability, also known as mental retardation condition status"
   LACHRC15  ,"Other developmental problem (e.g., cerebral palsy) condition status"
   LACHRC16  ,Senility condition status
   LACHRC17  ,Depression/anxiety/emotional problem condition status
   LACHRC18  ,Weight problem condition status
   LACHRC19  ,"Missing limbs (fingers, toes, or digits); amputation condition status"
   LACHRC20  ,Musculoskeletal/connective tissue problem condition status
   LACHRC21  ,Circulation problems (including blood clots) condition status
   LACHRC22  ,Endocrine/nutritional/metabolic problem condition status
   LACHRC23  ,Nervous system/sensory organ condition status
   LACHRC24  ,Digestive system problems condition status
   LACHRC25  ,Genitourinary system problem condition status
   LACHRC30  ,Other mental problem/ADD/Bipolar/Schizophrenia condition status
   LACHRC31  ,Surgical after-effects/medical treatment problems condition status
   LACHRC32  ,'Old age'/elderly/aging-related problems condition status
   LACHRC33  ,Fatigue/tiredness/weakness problem condition status
   LACHRC34  ,Pregnancy-related condition status
   LACHRC90  ,Other impairment/problem N.E.C. (1) condition status
   PHSTAT    ,Reported health status
   PDMED12M  ,"Has medical care been delayed for - - (cost), 12m"
   PNMED12M  ,"Did - - need and NOT get medical care (cost), 12m"
