Variable,Description
Age65AndOlderNum2020,"Population 65 years or older, 2020"
Age65AndOlderPct2020,"Percent of population 65 or older, 2020"
AsianNonHispanicNum2020,"Population size Non-Hispanic Asian, 2020"
AsianNonHispanicPct2020,"Percent Non-Hispanic Asian, 2020"
AvgHHSize,"Average household size, 2017-21"
BlackNonHispanicNum2020,"Population size Non-Hispanic African American, 2020"
BlackNonHispanicPct2020,"Percent Non-Hispanic African American, 2020"
Ed1LessThanHSNum,"No high school, adults 25 and over, 2017-21"
Ed1LessThanHSPct,"Percent of persons with no high school diploma or GED, adults 25 and over, 2017-21"
Ed2HSDiplomaOnlyNum,"High school only, adults 25 and over, 2017-21"
Ed2HSDiplomaOnlyPct,"Percent of persons with a high school diploma or GED only, adults 25 and over, 2017-21"
Ed3SomeCollegeNum,"Some college experience, adults 25 and over, 2017-21"
Ed3SomeCollegePct,"Percent of persons with some college experience, adults 25 and over, 2017-21"
Ed4AssocDegreeNum,"Number of persons with an associate's degree, adults 25 and over, 2017-21"
Ed4AssocDegreePct,"Percent of persons with an associate's degree, adults 25 and over, 2017-21"
Ed5CollegePlusNum,"College degree 4-years or more, adults 25 and over, 2017-21"
Ed5CollegePlusPct,"Percent of persons with a 4-year college degree or more, adults 25 and over, 2017-21"
ESTIMATESBASE2020,County Population estimate base 4/1/2020
FemaleHHNum,"Number of female headed family households, 2017-21"
FemaleHHPct,"Percent of female headed family households of total households, 2017-21"
ForeignBornAfricaNum,"Number of persons born in Africa, 2017-21"
ForeignBornAfricaPct,"Percent of persons born in Africa, 2017-21"
ForeignBornAsiaNum,"Number of persons born in Asia, 2017-21"
ForeignBornAsiaPct,"Percent of persons born in Asia, 2017-21"
ForeignBornCaribNum,"Number of persons born in the Caribbean, 2017-21"
ForeignBornCaribPct,"Percent of persons born in the Caribbean, 2017-21"
ForeignBornCentralSouthAmNum,"Number of persons born in Central or South America, 2017-21"
ForeignBornCentralSouthAmPct,"Percent of persons born in Central or South America, 2017-21"
ForeignBornEuropeNum,"Number of persons born in Europe, 2017-21"
ForeignBornEuropePct,"Percent of persons born in Europe, 2017-21"
ForeignBornMexNum,"Number of persons born in Mexico, 2017-21"
ForeignBornMexPct,"Percent of persons born in Mexico, 2017-21"
ForeignBornNum,"Number of people foreign born, 2017-21"
ForeignBornPct,"Percent of total population foreign born, 2017-21"
HH65PlusAloneNum,"Number of persons 65 years or older living alone, 2017-21"
HH65PlusAlonePct,"Percent of persons 65 or older living alone, 2017-21"
HispanicNum2020,"Population size Hispanic, 2020"
HispanicPct2020,"Percent Hispanic, 2020"
HispanicPopChangeRate1020,"Population change rate Hispanic, 2010-20"
LandAreaSQMiles2020,"Land area in square miles, 2020"
MultipleRaceNum2020,"Population size multiple race, 2020"
MultipleRacePct2020,"Percent multiple race, 2020"
MultipleRacePopChangeRate1020,"Population change rate multiple race, 2010-20"
NativeAmericanNonHispanicNum2020,"Population size Non-Hispanic Native American, 2020"
NativeAmericanNonHispanicPct2020,"Percent Non-Hispanic Native American, 2020"
Natural_Change_Rate_2020_2021,"Natural population change rate, 2020-21"
NaturalChange1019,"Natural population change, 2010-19"
NaturalChangeRate1019,"Natural population change rate, 2010-19"
NaturalChg2020_2021,"Natural population change, 2020-21"
Net_InterMigration_2020_2021,"Net international migration, 2020-21"
Net_InterMigrationRate_2020_2021,"Net international migration rate, 2020-21"
Net_International_Migration_2010_2019,"Net international migration, 2010-19"
Net_International_Migration_Rate_2010_2019,"Net international migration rate, 2010-19"
Net_Migration_2020_2021,"Net Migration, 2020-21"
Net_Migration_Rate_2020_2021,"Net migration rate, 2020-21"
NetMigration1019,"Net Migration, 2010-19"
NetMigrationRate1019,"Net migration rate, 2010-19"
NonEnglishHHNum,"Number of non-English speaking households, 2017-21"
NonEnglishHHPct,"Percent of non-English speaking households of total households, 2017-21"
NonHispAsianPopChangeRate1020,"Population change rate Non-Hispanic Asian, 2010-20"
NonHispBlackPopChangeRate1020,"Population change rate Non-Hispanic African American, 2010-20"
NonHispNatAmerPopChangeRate1020,"Population change rate Non-Hispanic Native American, 2010-20"
NonHispWhitePopChangeRate1020,"Population change rate Non-Hispanic White, 2010-20"
OwnHomeNum,"Number of owner occupied housing units, 2017-21"
OwnHomePct,"Percent of owner occupied housing units, 2017-21"
Pop_change_Rate_2020_2021,"Population change rate, 2020-21"
PopChangeRate1019,"Population change rate, 2010-19"
PopChangeRate1020,"Population change rate, 2010-20"
PopDensity2020,"Population density, 2020"
POPESTIMATE2020,Population size 7/1/2020
POPESTIMATE2021,Population size 7/1/2021
TotalHH,"Total number of households, 2017-21"
TotalOccHU,"Total number of occupied housing units, 2017-21"
TotalPop2020,Population size 4/1/2020 Census
TotalPop25Plus,"Total population 25 and older, 2017-21 - 5-year average"
TotalPopACS,"Total population, 2017-21 - 5-year average"
TotalPopEst2010,Population size 7/1/2010
TotalPopEst2011,Population size 7/1/2011
TotalPopEst2012,Population size 7/1/2012
TotalPopEst2013,Population size 7/1/2013
TotalPopEst2014,Population size 7/1/2014
TotalPopEst2015,Population size 7/1/2015
TotalPopEst2016,Population size 7/1/2016
TotalPopEst2017,Population size 7/1/2017
TotalPopEst2018,Population size 7/1/2018
TotalPopEst2019,Population size 7/1/2019
TotalPopEstBase2010,County Population estimate base 4/1/2010
Under18Num2020,"Population under age 18, 2020"
Under18Pct2020,"Percent of population under age 18, 2020"
WhiteNonHispanicNum2020,"Population size Non-Hispanic White, 2020"
WhiteNonHispanicPct2020,"Percent Non-Hispanic White, 2020"
PctEmpChange0710,"Percent employment change, 2007-10"
PctEmpChange0721,"Percent employment change, 2007-21"
PctEmpChange1021,"Percent employment change, 2010-21"
PctEmpChange1920,"Percent employment change, 2019-20"
PctEmpChange2021,"Percent employment change, 2020-21"
PctEmpAgriculture,"Percent of the civilian labor force 16 and over employed in agriculture, forestry, fishing, and hunting, 2017-21"
PctEmpConstruction,"Percent of the civilian labor force 16 and over employed in construction, 2017-21"
PctEmpFIRE,"Percent of the civilian labor force 16 and over employed in finance and insurance, and real estate and rental and leasing, 2017-21"
PctEmpInformation,"Percent of the civilian labor force 16 and over employed in information services, 2017-21"
PctEmpManufacturing,"Percent of the civilian labor force 16 and over employed in manufacturing, 2017-21"
PctEmpMining,"Percent of the civilian labor force 16 and over employed in mining, quarrying, oil and gas extraction, 2017-21"
PctEmpGovt,"Percent of the civilian labor force 16 and over employed in public administration, 2017-21"
PctEmpServices,"Percent of the civilian labor force 16 and over employed in services, 2017-21"
