Variable,Description
GEO_ID,Geography
DP02_0001E,Estimate!!HOUSEHOLDS BY TYPE!!Total households
DP02_0002E,Estimate!!HOUSEHOLDS BY TYPE!!Family households (families)
DP02_0003E,Estimate!!HOUSEHOLDS BY TYPE!!Family households (families)!!With own children under 18 years
DP02_0004E,Estimate!!HOUSEHOLDS BY TYPE!!Family households (families)!!Married-couple family
DP02_0005E,Estimate!!HOUSEHOLDS BY TYPE!!Family households (families)!!Married-couple family!!With own children under 18 years
DP02_0006E,"Estimate!!HOUSEHOLDS BY TYPE!!Family households (families)!!Male householder, no wife present, family"
DP02_0007E,"Estimate!!HOUSEHOLDS BY TYPE!!Family households (families)!!Male householder, no wife present, family!!With own children under 18 years"
DP02_0008E,"Estimate!!HOUSEHOLDS BY TYPE!!Family households (families)!!Female householder, no husband present, family"
DP02_0009E,"Estimate!!HOUSEHOLDS BY TYPE!!Family households (families)!!Female householder, no husband present, family!!With own children under 18 years"
DP02_0010E,Estimate!!HOUSEHOLDS BY TYPE!!Nonfamily households
DP02_0011E,Estimate!!HOUSEHOLDS BY TYPE!!Nonfamily households!!Householder living alone
DP02_0012E,Estimate!!HOUSEHOLDS BY TYPE!!Nonfamily households!!Householder living alone!!65 years and over
DP02_0013E,Estimate!!HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years
DP02_0014E,Estimate!!HOUSEHOLDS BY TYPE!!Households with one or more people 65 years and over
DP02_0015E,Estimate!!HOUSEHOLDS BY TYPE!!Average household size
DP02_0016E,Estimate!!HOUSEHOLDS BY TYPE!!Average family size
DP02_0017E,Estimate!!RELATIONSHIP!!Population in households
DP02_0018E,Estimate!!RELATIONSHIP!!Householder
DP02_0019E,Estimate!!RELATIONSHIP!!Spouse
DP02_0020E,Estimate!!RELATIONSHIP!!Child
DP02_0021E,Estimate!!RELATIONSHIP!!Other relatives
DP02_0022E,Estimate!!RELATIONSHIP!!Nonrelatives
DP02_0023E,Estimate!!RELATIONSHIP!!Nonrelatives!!Unmarried partner
DP02_0024E,Estimate!!MARITAL STATUS!!Males 15 years and over
DP02_0025E,Estimate!!MARITAL STATUS!!Never married
DP02_0026E,"Estimate!!MARITAL STATUS!!Now married, except separated"
DP02_0027E,Estimate!!MARITAL STATUS!!Separated
DP02_0028E,Estimate!!MARITAL STATUS!!Widowed
DP02_0029E,Estimate!!MARITAL STATUS!!Divorced
DP02_0030E,Estimate!!MARITAL STATUS!!Females 15 years and over
DP02_0031E,Estimate!!MARITAL STATUS!!Never married
DP02_0032E,"Estimate!!MARITAL STATUS!!Now married, except separated"
DP02_0033E,Estimate!!MARITAL STATUS!!Separated
DP02_0034E,Estimate!!MARITAL STATUS!!Widowed
DP02_0035E,Estimate!!MARITAL STATUS!!Divorced
DP02_0036E,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months
DP02_0037E,"Estimate!!FERTILITY!!Unmarried women (widowed, divorced, and never married)"
DP02_0038E,"Estimate!!FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
DP02_0039E,"Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old"
