Variable,Description
ACTIN11_ , 'ESTIMATED ACTIVITY INTENSITY FOR FIRST ACTIVITY'
ACTIN21_ , 'ESTIMATED ACTIVITY INTENSITY FOR SECOND ACTIVITY'
ADANXEV , 'EVER TOLD YOU HAD AN ANXIETY DISORDER'
ADDEPEV2 , 'EVER TOLD YOU HAD A DEPRESSIVE DISORDER'
ADDOWN ," 'DAYS FELT DOWN, DEPRESSED OR HOPELESS'"
ADEAT1 , 'DAYS ATE TOO LITTLE OR TOO MUCH'
ADENERGY , 'DAYS WERE TIRED OR HAD LITTLE ENERGY'
ADFAIL , 'DAYS FELT LIKE FAILURE OR LET FAMILY DOWN'
ADMOVE , 'DAYS TALKED TO MOVE SLOWER OR FASTER THAN USUAL'
ADPLEASR , 'DAYS HAD LITTLE PLEASURE DOING THINGS'
ADSLEEP , 'DAYS HAD TROUBLE WITH SLEEP'
ADTHINK , 'DAYS HAD TROUBLE CONCENTRATING'
ALCDAY5 , 'DAYS IN PAST 30 HAD ALCOHOLIC BEVERAGE'
ARTHDIS2 , 'DOES ARTHRITIS AFFECT WHETHER YOU WORK'
ARTHEDU , 'EVER TAKEN CLASS IN MANAGING ARTHRITIS OR JOINT SYMPTOMS'
ARTHEXER , 'DR. SUGGEST USE OF PHYSICAL ACTIVITY OR EXERCISE FOR ARTHRITIS OR JOINT SYMPTOMS'
ARTHSOCL , 'SOCIAL ACTIVITIES LIMITED BECAUSE OF JOINT SYMPTOMS'
ARTHWGT , 'DR. SUGGEST LOSE WEIGHT FOR ARTHRITIS OR JOINT SYMPTOMS'
ARTTODAY , 'WHAT CAN YOU DO BECAUSE OF ARTHRITIS OR JOINT SYMPTOMS'
ASACTLIM , 'ACTIVITIES LIMITED DUE TO ASTHMA DURING PAST 12 MONTHS'
ASATTACK , 'ASTHMA DURING PAST 12 MONTHS'
ASDRVIST , 'URGENT ASTHMA TREATMENT DURING PAST 12 MONTHS'
ASERVIST , 'EMERGENCY ASTHMA CARE DURING PAST 12 MONTHS'
ASINHALR , 'TIMES USED ASTHMA INHALER DURING AN ATTACK IN PAST 30 DAYS'
ASNOSLEP , 'SLEEP DIFFICULTY DUE TO ASTHMA DURING PAST 30 DAYS'
ASPUNSAF , 'HEALTH MAKES TAKING ASPIRIN UNSAFE'
ASRCHKUP , 'ROUTINE ASTHMA CARE DURING PAST 12 MONTHS'
ASTHMA3 , 'EVER TOLD HAD ASTHMA'
ASTHMAGE , 'AGE AT ASTHMA DIAGNOSIS'
ASTHMED3 , 'DAYS USED PRESCRIBED PREVENTATIVE ASTHMA MED IN PAST 30 DAYS'
ASTHNOW , 'STILL HAVE ASTHMA'
ASYMPTOM , 'ASTHMA SYMPTOMS DURING PAST 30 DAYS'
AVEDRNK2 , 'AVG ALCOHOLIC DRINKS PER DAY IN PAST 30'
BEANDAY_ , 'COMPUTED BEAN INTAKE IN TIMES PER DAY'
BLDSTOOL , 'EVER HAD BLOOD STOOL TEST USING HOME KIT'
BLDSUGAR , 'HOW OFTEN CHECK BLOOD FOR GLUCOSE'
BLIND , 'BLIND OR DIFFICULTY SEEING'
BLOODCHO , 'EVER HAD BLOOD CHOLESTEROL CHECKED'
BPHIGH4 , 'EVER TOLD BLOOD PRESSURE HIGH'
BPMEDS , 'CURRENTLY TAKING BLOOD PRESSURE MEDICATION'
CADULT , 'ARE YOU 18 YEARS OF AGE OR OLDER?'
CAREGIV1 , 'PROVIDED REGULAR CARE FOR FAMILY OR FRIEND'
CASTHDX2 , 'HLTH PRO EVER SAID CHILD HAS ASTHMA'
CASTHNO2 , 'CHILD STILL HAVE ASTHMA?'
CCLGHOUS , 'DO YOU LIVE IN COLLEGE HOUSING?'
CDASSIST , 'NEED ASSISTANCE WITH DAY-TO_DAY ACTIVITIES DUE TO CONFUSION OR MEMORY LOSS'
CDDISCUS , 'HAVE YOU DISCUSSED YOUR CONFUSION OR MEMORY LOSS WITH A HEALTH CARE PROFESSIONAL?'
CDHELP , 'WHEN YOU NEED HELP WITH DAY-TO-DAY ACTIVITIES ARE YOU ABLE TO GET IT'
CDHOUSE , 'GIVEN UP DAY-TO-DAY CHORES DUE TO CONFUSION OR MEMORY LOSS'
CDSOCIAL , 'DOES CONFUSION OR MEMORY LOSS INTERFERE WITH WORK OR SOCIAL ACTIVITIES'
CELLFON2 , 'IS THIS A CELLULAR TELEPHONE?'
CELLFON3 , 'CELLULAR TELEPHONE'
CHCCOPD1 ," '(EVER TOLD) YOU HAVE (COPD) CHRONIC OBSTRUCTIVE PULMONARY DISEASE, EMPHYSEMA OR CHRONIC BRONCHITIS?'"
CHCKIDNY , '(EVER TOLD) YOU HAVE KIDNEY DISEASE?'
CHCOCNCR , '(EVER TOLD) YOU HAD ANY OTHER TYPES OF CANCER?'
CHCSCNCR , '(EVER TOLD) YOU HAD SKIN CANCER?'
CHECKUP1 , 'LENGTH OF TIME SINCE LAST ROUTINE CHECKUP'
CHILDREN , 'NUMBER OF CHILDREN IN HOUSEHOLD'
CHKHEMO3 , 'TIMES CHECKED FOR GLYCOSYLATED HEMOGLOBIN'
CHOLCHK , 'HOW LONG SINCE CHOLESTEROL CHECKED'
CIMEMLOS , 'HAVE YOU EXPERIENCED CONFUSION OR MEMORY LOSS THAT IS HAPPENING MORE OFTEN OR IS GETTING WORSE?'
