Variable,Description,
Q1 ,How old are you,
Q2 ,What is your sex,
Q3 ,In what grade are you,
Q4 ,Are you Hispanic/Latino,
Q5 ,What is your race,
Q6 ,How tall are you,
Q7 ,How much do you weigh,
Q8 ,Seat belt use,
Q9 ,Riding with a drinking driver,
Q10 ,Drinking and driving,
Q11 ,Texting and driving,
Q12 ,Weapon carrying at school,
Q13 ,Gun carrying,
Q14 ,Safety concerns at school,
Q15 ,Threatened at school,
Q16 ,Times in fight past 12 months,
Q17 ,Physical fighting at school,
Q18 ,Saw physical violence in neighborhood,
Q19 ,Ever been physically forced sexual intercourse,
Q20 ,Sexual violence,
Q21 ,Sexual dating violence,
Q22 ,Physical dating violence,
Q23 ,treated unfairly in school b/c race/ethnicity,
Q24 ,Bullied at school,
Q25 ,Electronic bullying,
Q26 ,Sad or hopeless,
Q27 ,Considered suicide,
Q28 ,Made a suicide plan past 12 months,
Q29 ,Actually attempted suicide,
Q30 ,Injurious suicide attempt,
Q31 ,Ever cigarette use,
Q32 ,Initiation of cigarette smoking,
Q33 ,Current cigarette use,
Q34 ,Smoked >10 cigarettes,
Q35 ,Electronic vapor product use,
Q36 ,Current electronic vapor product use,
Q37 ,EVP from store,
Q38 ,Current smokeless tobacco use,
Q39 ,Current cigar use,
Q40 ,All tobacco product cessation,
Q41 ,Initiation of alcohol use,
Q42 ,Current alcohol use,
Q43 ,Current binge drinking,
Q44 ,Drinks in a row past 30 days,
Q45 ,Source of alcohol,
Q46 ,Ever marijuana use,
Q47 ,Initiation of marijuana use,
Q48 ,Current marijuana use,
Q49 ,Ever prescription pain medicine use,
Q50 ,Ever cocaine use,
Q51 ,Ever inhalant use,
Q52 ,Ever heroin use,
Q53 ,Ever methamphetamine use,
Q54 ,Ever ecstasy use,
Q55 ,Illegal injected drug use,
Q56 ,Ever sexual intercourse,
Q57 ,Sex before 13 years,
Q58 ,Number of sex partners,
Q59 ,Current sexual activity,
Q60 ,Alcohol/drugs and sex,
Q61 ,Condom use,
Q62 ,Birth control pill use,
Q63 ,Sex of sexual contacts,
Q64 ,Sexual identity,
Q65 ,Transgender,
Q66 ,Perception of weight,
Q67 ,Weight loss,
Q68 ,Fruit juice drinking,
Q69 ,Fruit eating,
Q70 ,Green salad eating,
Q71 ,Potato eating,
Q72 ,Carrot eating,
Q73 ,Other vegetable eating,
Q74 ,No soda drinking,
Q75 ,Breakfast eating,
Q76 ,Physical activity >= 5 days,
Q77 ,PE attendance,
Q78 ,Sports team participation,
Q79 ,Concussion,
Q80 ,Social media,
Q81 ,HIV testing,
Q82 ,STD testing,
Q83 ,Oral health care,
Q84 ,Current mental health,
Q85 ,Hours of sleep on school night,
Q86 ,Unstable Housing,
Q87 ,Grades in school,
Q88 ,Ever sexual abuse by adult or older person ACEs,
Q89 ,Ever parental emotional abuse ACEs,
Q90 ,Ever parental physical abuse ACEs,
Q91 ,Adults in home intimate partner violence ACEs,
Q92 ,Current Rx Pain med w/out Rx,
Q93 ,Ever used hallucinogenic drugs,
Q94 ,If verbally asked for consent last sexual contact,
Q95 ,Sports drinks,
Q96 ,Plain water,
Q97 ,Muscle strengthening,
Q98 ,Sunburn,
Q99 ,How often household adult met basic needs ACEs,
Q100 ,Ever lived w/parent/guardian w/substance abuse ACE,
Q101 ,Ever lived with parent/guardian w mental illness A,
Q102 ,Ever incarcerated parent/guardian ACEs,
Q103 ,Feel close to people at their school,
Q104 ,Parental monitoring,
Q105 ,Unfairly disciplined at school,
Q106 ,Difficulty concentrating,
Q107 ,How well speak English,
QN8 ,Did not always wear a seat belt,
QN9 ,Rode with a driver who had been drinking alcohol,
QN10 ,Drove a car or other vehicle when they had been drinking alcohol,
QN11 ,Texted or e-mailed while driving a car or other vehicle,
QN12 ,Carried a weapon on school property,
QN13 ,Carried a gun,
QN14 ,Did not go to school because they felt unsafe at school or on their way to or from school,
QN15 ,Were threatened or injured with a weapon on school property,
QN16 ,Were in a physical fight,
QN17 ,Were in a physical fight on school property,
QN18 ,"Ever saw someone get physically attacked, beaten, stabbed, or shot in their neighborhood",
QN19 ,Were ever physically forced to have sexual intercourse,
QN20 ,Experienced sexual violence,
QN21 ,Experienced sexual dating violence,
QN22 ,Experienced physical dating violence,
QN23 ,Felt that they were ever treated badly or unfairly in school because of their race or ethnicity,
QN24 ,Were bullied on school property,
QN25 ,Were electronically bullied,
QN26 ,Felt sad or hopeless,
QN27 ,Seriously considered attempting suicide,
QN28 ,Made a plan about how they would attempt suicide,
QN29 ,Attempted suicide,
QN30 ,"Had a suicide attempt that resulted in an injury, poisoning, or overdose that had to be treated by a doctor or nurse",
QN31 ,Ever smoked a cigarette,
QN32 ,Smoked a cigarette before age 13 years,
QN33 ,Currently smoked cigarettes,
QN34 ,Smoked more than 10 cigarettes per day,
QN35 ,Ever used an electronic vapor product,
QN36 ,Currently used an electronic vapor product,
QN37 ,"Usually got their electronic vapor products by buying them themselves in a convenience store, supermarket, discount store, or gas station",
QN38 ,Currently used smokeless tobacco,
QN39 ,Currently smoked cigars,
QN40 ,Tried to quit using all tobacco products,
QN41 ,Had their first drink of alcohol before age 13 years,
QN42 ,Currently drank alcohol,
QN43 ,Currently were binge drinking,
QN44 ,Reported that the largest number of drinks they had in a row was 10 or more,
QN45 ,Usually got the alcohol they drank by someone giving it to them,
QN46 ,Ever used marijuana,
QN47 ,tried marijuana for the first time before age 13 years,
QN48 ,Currently used marijuana,
QN49 ,Ever took prescription pain medicine without a doctor's prescription or differently than how a doctor told them to use it,
QN50 ,Ever used cocaine,
QN51 ,Ever used inhalants,
QN52 ,Ever used heroin,
QN53 ,Ever used methamphetamines,
QN54 ,Ever used ecstasy,
QN55 ,Ever injected any illegal drug,
QN56 ,Ever had sexual intercourse,
QN57 ,Had sexual intercourse for the first time before age 13 years,
QN58 ,Had sexual intercourse with four or more persons during their life,
QN59 ,Were currently sexually active,
QN60 ,Drank alcohol or used drugs before last sexual intercourse,
QN61 ,Used a condom during last sexual intercourse,
QN62 ,Used birth control pills before last sexual intercourse with opposite-sex partner,
QN66 ,Described themselves as slightly or very overweight,
QN67 ,Were trying to lose weight,
QN68 ,Did not drink fruit juice,
QN69 ,Did not eat fruit,
QN70 ,Did not eat green salad,
