Variable,Description
ACEADNED , 'DID AN ADULT MAKE SURE BASIC NEEDS WERE MET'
ACEADSAF , 'DID AN ADULT MAKE YOU FEEL SAFE AND PROTECTED'
ACEDEPRS ," 'LIVE WITH ANYONE DEPRESSED, MENTALLY ILL, OR SUICIDAL?'"
ACEDIVRC , 'WERE YOUR PARENTS DIVORCED/SEPERATED?'
ACEDRINK , 'LIVE WITH A PROBLEM DRINKER/ALCOHOLIC?'
ACEDRUGS , 'LIVE WITH ANYONE WHO USED ILLEGAL DRUGS OR ABUSED PRESCRIPTIONS?'
ACEHURT1 , 'HOW OFTEN DID A PARENT PHYSICALLY HURT YOU IN ANY WAY?'
ACEHVSEX , 'HOW OFTEN DID ANYONE EVER FORCE YOU TO HAVE SEX?'
ACEPRISN , 'LIVE WITH ANYONE WHO SERVED TIME IN PRISON OR JAIL?'
ACEPUNCH , 'HOW OFTEN DID YOUR PARENTS BEAT EACH OTHER UP?'
ACESWEAR , 'HOW OFTEN DID A PARENT SWEAR AT YOU?'
ACETOUCH , 'HOW OFTEN DID ANYONE EVER TOUCH YOU SEXUALLY?'
ACETTHEM , 'HOW OFTEN DID ANYONE MAKE YOU TOUCH THEM SEXUALLY?'
ADDEPEV3 , '(EVER TOLD) YOU HAD A DEPRESSIVE DISORDER'
ALCDAY4 , 'DAYS IN PAST 30 HAD ALCOHOLIC BEVERAGE'
ASBIADVC , 'OFFERED ADVICE ABOUT WHAT LEVEL OF DRINKING IS HARMFUL OR RISKY?'
ASBIALCH , 'ASKED DURING CHECKUP IF YOU DRINK ALCHOHOL'
ASBIBING , 'ASKED WHETHER YOU DRANK [5 FOR MEN /4 FOR WOMEN] OR MORE ALCOHOLIC DRINKS ON AN OCCASION?'
ASBIDRNK , 'ASKED IN PERSON OR BY FORM HOW MUCH YOU DRINK?'
ASBIRDUC , 'WERE YOU ADVISED TO REDUCE OR QUIT YOUR DRINKING?'
ASTHMA3 , 'EVER TOLD HAD ASTHMA'
ASTHNOW , 'STILL HAVE ASTHMA'
AVEDRNK3 , 'AVG ALCOHOLIC DRINKS PER DAY IN PAST 30'
BCPREFER , 'WHAT IS YOUR PREFERRED BIRTH CONTROL METHOD?'
BIRTHSEX , 'ARE YOU MALE OR FEMALE?'
BLDSTFIT , 'WAS TEST PART OF COLOGUARD TEST?'
BLIND , 'BLIND OR DIFFICULTY SEEING'
BRTHCNT4 , 'ARE YOU DOING ANYTHING TO KEEP FROM GETTING PREGNANT?'
CADULT1 , 'ARE YOU 18 YEARS OF AGE OR OLDER?'
CAGEG , 'FOUR LEVEL CHILD AGE'
CAREGIV1 , 'PROVIDED REGULAR CARE FOR FAMILY OR FRIEND'
CASTHDX2 , 'HLTH PRO EVER SAID CHILD HAS ASTHMA'
CASTHNO2 , 'CHILD STILL HAVE ASTHMA?'
CCLGHOUS , 'DO YOU LIVE IN COLLEGE HOUSING?'
CDASSIST , 'NEED ASSISTANCE WITH DAY-TO_DAY ACTIVITIES DUE TO CONFUSION OR MEMORY LOSS'
CDDISCUS , 'HAVE YOU DISCUSSED YOUR CONFUSION OR MEMORY LOSS WITH A HEALTH CARE PROFESSIONAL?'
CDHELP , 'WHEN YOU NEED HELP WITH DAY-TO-DAY ACTIVITIES ARE YOU ABLE TO GET IT'
CDHOUSE , 'GIVEN UP DAY-TO-DAY CHORES DUE TO CONFUSION OR MEMORY LOSS'
