NUTS_ID;CNTR_CODE;NAME_LATIN;NUTS_NAME
AL03;AL;Jug;Jug
AL02;AL;Qender;Qender
AL01;AL;Veri;Veri
AT11;AT;Burgenland;Burgenland
AT32;AT;Salzburg;Salzburg
AT31;AT;Oberösterreich;Oberösterreich
AT22;AT;Steiermark;Steiermark
AT21;AT;Kärnten;Kärnten
AT12;AT;Niederösterreich;Niederösterreich
AT13;AT;Wien;Wien
AT34;AT;Vorarlberg;Vorarlberg
AT33;AT;Tirol;Tirol
BA02;BA;Republika Srpska;Republika Srpska
BA01;BA;Federacija Bosne i Hercegovine;Federacija Bosne i Hercegovine
BA03;BA;Brčko District BiH;Brčko District BiH
BE31;BE;Prov. Brabant wallon;Prov. Brabant wallon
BE22;BE;Prov. Limburg (BE);Prov. Limburg (BE)
BE24;BE;Prov. Vlaams-Brabant;Prov. Vlaams-Brabant
BE35;BE;Prov. Namur;Prov. Namur
BE34;BE;Prov. Luxembourg (BE);Prov. Luxembourg (BE)
BE33;BE;Prov. Liège;Prov. Liège
BE21;BE;Prov. Antwerpen;Prov. Antwerpen
BE10;BE;Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest;Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest
BE32;BE;Prov. Hainaut;Prov. Hainaut
BE23;BE;Prov. Oost-Vlaanderen;Prov. Oost-Vlaanderen
BE25;BE;Prov. West-Vlaanderen;Prov. West-Vlaanderen
BG33;BG;Severoiztochen;Североизточен
BG32;BG;Severen tsentralen;Северен централен
BG31;BG;Severozapaden;Северозападен
BG41;BG;Yugozapaden;Югозападен
BG42;BG;Yuzhen tsentralen;Южен централен
BG34;BG;Yugoiztochen;Югоизточен
CH05;CH;Ostschweiz;Ostschweiz
CH01;CH;Région lémanique;Région lémanique
CH02;CH;Espace Mittelland;Espace Mittelland
CH07;CH;Ticino;Ticino
CH06;CH;Zentralschweiz;Zentralschweiz
CH03;CH;Nordwestschweiz;Nordwestschweiz
CH04;CH;Zürich;Zürich
CY00;CY;Kýpros;Κύπρος
CZ03;CZ;Jihozápad;Jihozápad
CZ04;CZ;Severozápad;Severozápad
CZ05;CZ;Severovýchod;Severovýchod
CZ06;CZ;Jihovýchod;Jihovýchod
CZ01;CZ;Praha;Praha
CZ07;CZ;Střední Morava;Střední Morava
CZ08;CZ;Moravskoslezsko;Moravskoslezsko
CZ02;CZ;Střední Čechy;Střední Čechy
DE25;DE;Mittelfranken;Mittelfranken
DE12;DE;Karlsruhe;Karlsruhe
DEA2;DE;Köln;Köln
DE26;DE;Unterfranken;Unterfranken
DE40;DE;Brandenburg;Brandenburg
DE50;DE;Bremen;Bremen
DE60;DE;Hamburg;Hamburg
DE94;DE;Weser-Ems;Weser-Ems
DEA1;DE;Düsseldorf;Düsseldorf
DE23;DE;Oberpfalz;Oberpfalz
DE13;DE;Freiburg;Freiburg
DE91;DE;Braunschweig;Braunschweig
DE71;DE;Darmstadt;Darmstadt
DE72;DE;Gießen;Gießen
DE11;DE;Stuttgart;Stuttgart
DE14;DE;Tübingen;Tübingen
DE80;DE;Mecklenburg-Vorpommern;Mecklenburg-Vorpommern
DE73;DE;Kassel;Kassel
DE21;DE;Oberbayern;Oberbayern
DE93;DE;Lüneburg;Lüneburg
DE22;DE;Niederbayern;Niederbayern
DE27;DE;Schwaben;Schwaben
