Variable,Description,
   QUESTID2 ,RESPONDENT IDENTIFICATION,
   FILEDATE ,CREATION DATE OF THE DATA FILE,
   ANALWT2_C ,FIN PRSN-LEVEL SMPLE WGHT 2,
   VESTR_C ,VARIANCE STRATUM,
   VEREP ,VARIANCE PRIMARY SAMPLING UNIT,
   PDEN10 ,POPULATION DENSITY 2010 - THREE LEVELS,
   COUTYP4 ,COUNTY METRO/NONMETRO STATUS (2013 3-LEVEL),
   MAIIN102 ,MAJORITY AMER INDIAN AREA INDICATOR FOR SEGMENT,
   AIIND102 ,AMER INDIAN AREA INDICATOR,
   AGE3 ,RECODE - FINAL EDITED AGE,
   SERVICE ,EVER BEEN IN THE US ARMED FORCES,
   MILSTAT ,CURRENT MILITARY STATUS,
   ACTDEVER ,EVER ON ACTIVE DUTY IN US MILITARY/RESERV,
   ACTD2001 ,SEPTEMBER 2001 OR LATER,
   ACTD9001 ,AUG 1990 TO AUG 2001 (INCLUDING PERSIAN GULF WAR),
   ACTD7590 ,MAY 1975 TO JULY 1990,
   ACTDVIET ,VIETNAM ERA (MARCH 1961 TO APRIL 1975),
   ACTDPRIV ,ANY TIME BEFORE VIETNAM ERA (MARCH 1961),
   COMBATPY ,EVER IN COMBAT ZONE ON ACTIVE DUTY,
   NOMARR2 ,NUMBER OF TIMES MARRIED,
   HEALTH ,OVERALL HEALTH,
   MOVSINPYR2 ,# TIMES MOVED PAST 12 MONTHS- RECODED,
   SEXATRACT2 ,SEXUAL ATTRACTION,
   SEXIDENT22 ,SEXUAL IDENTITY,
   SPEAKENGL ,HOW WELL SPEAK ENGLISH,
   LVLDIFSEE2 ,LEVEL OF DIFFICULTY SEEING EVEN WITH GLASSES,
   LVLDIFHEAR2 ,LEVEL OF DIFFICULTY HEARING EVEN WITH HEARING AIDS,
   LVLDIFWALK2 ,LEVEL OF DIFFICULTY WALKING OR CLIMBING STEPS,
   LVLDIFMEM2 ,LEVEL OF DIFFICULTY REMEMBERING OR CONCENTRATING,
   LVLDIFCARE2 ,LEVEL OF DIFFICULTY WITH SELF-CARE,
   LVLDIFCOMM2 ,LEVEL OF DIFFICULTY COMMUNICATING USING YOUR USUAL LANGUAGE,
   IRSEX ,SEX AT BIRTH - IMPUTATION REVISED,
   IRMARIT ,IMPUTATION REVISED MARITAL STATUS,
   IIMARIT ,IMPUTATION INDICATOR MARITAL STATUS,
   IREDUHIGHST2 ,EDUCATION - RECODED IMPUTATION REVISED,
   IIEDUHIGHST2 ,EDUCATION INDICATOR - IMPUTATION INDICATOR,
   CATAGE ,RC-AGE CATEGORY,
   CATAG2 ,RC-AGE CATEGORY RECODE (3 LEVELS),
