Variable,Description
BASMID,Unique child identifier
PATH,D-Questionnaire path
QTYPE,D-Survey Path
RCNOW,1. Regular care from relative
RCWEEK,2. Care from relative regularly scheduled
RCTYPE,3. Relative related to child
RCAGE,4. Age of relative care provider
RCPLACE,5. Care in home or another home
RCDAYS,6. Days a week child receives care from relative
RCHRS,7. Hours a week child receives care from relative
RCSTRTY,8. Child's age when care began from relative (Years)
RCSTRTM,8. Child's age when care began from relative (Months)
RCSPEAK,9. Language spoken by relative when caring for child
RCSKNFV,10. Relative care for child sick without a fever
RCSKFV,10. Relative care for child sick with a fever
RCFEE,11. Charge for care by relative
RCREL,12. Outside relative pays for care by relative
RCTANF,12. TANF pays for care by relative
RCSSAC,12. Other social service pays for care by relative
RCEMPL,12. Employer pays for care by relative
RCOTHER,12. Someone else pays for care by relative
RCCOST,13. Amount household pays for care by relative
RCUNIT,13. Unit of time for cost of relative care
RCCSTHNX,14. Number of children in household amount covers
RCOTHC,15. Other regular care arrangements
RCTLHR,16. Hours each week spent in other care
NCNOW,17. Care from non-relative
NCWEEK,18. Care from non-relative regularly scheduled
NCPLACE,19. Care in own home
NCINHH,20. Care provider live in household
NCDAYS,21. Days a week child receives non-relative care
NCHRS,22. Hours each week child receives non-relative care
NCSTRTY,23. Child's age when care began from non-relative
NCSTRTM,23. Child's age when care began from non-relative
NCALKNE,24. Care provider already known
NCAGE,25. Care provider 18 or older
NCSPEAK,26. Language spoken by non-relative when caring for
NCSKNFV,27. Non-relative care for child sick without a fever
NCSKFV,27. Non-relative care for child sick with a fever
NCRCMDPT,28. Recommend care provider to another
NCFEE,29. Charge for care by non-relative
NCREL,30. Relative pays for care by non-relative
NCTANF,30. TANF pays for care by non-relative
NCSSAC,30. Other social service pays for care by
NCEMPL,30. Employer pays for care by non-relative
NCOTHER,30. Someone else pays for care by non-relative
NCCOST,31. Amount household pays for care by non-relative
NCUNIT,31. Unit of time for cost of non-relative care
NCCSTHNX,32. Number of children in household amount covers
NCOTHC,33. Other home-based care
NCTLHR,34. Total hours per week in care with non-relatives
CPNNOWX,35. Attending program not in private home
CPWEEKX,36. Attend program at least once a week
CPTYPE,37. Kind of program
CPHEADST,"38. Kind of program, HS or EHS"
CPPLACEX,39. Program location
CPSPRLG,40. Program run by religious group
CPWORK,41. Program location at workplace
CPDAYS,42. Days each week child attends program
CPHRS,43. Hours each week child attends program
CPSTRTY,44. Age of child when starting program (Years)
CPSTRTM,44. Age of child when starting program (Months)
CPSPEAK,45. Language spoken by program provider when caring
CPRCMDPT,46. Recommend program to another
CPTEST,"47. Provide hearing, speech, vision testing"
CPPHYSE,47. Provide physical examinations
CPDENTA,47. Provide dental examinations
CPDISAB,47. Provide testing for learning problems
CPSKNFV,47. Provide care when child is sick without fever
CPSKFV,47. Provide care when child is sick with fever
CPFEE,48. Charge for program
CPREL,49. Relative pays for program care
CPTANF,49. TANF pays for program care
CPSSAC,49. Other social service pays for program care
CPEMPL,49. Employer pays for program care
CPOTHER,49. Someone else pays for program care
CPCOST,50. Amount household pays for program care
CPUNIT,50. Unit of time for cost of program care
CPCSTHNX,51. Number of children in household amount covers
CPOTHC,52. Other care arrangements
CPTLHR,53. Total hours per week at daycare/preschool
PCEVRHDX,54. Ever attended HS or EHS
MAINRESN,55. Reason for wanting program
PPCHOIC,56. Good choice of program
PPDIFCLT,57. Difficulty finding program
WHYDIFCLT,58. Reason finding care was difficult
DCLOA,59. Importance of location
DCOST,59. Importance of cost
DRELY,59. Importance of reliability
DLERN,59. Importance of learning activities
DCHIL,59. Importance of child interaction with other kids
DHROP,59. Importance of caregiver availability
DNBGRP,59. Importance of number of children in group
DRTWEB,59. Importance of website ratings
DRECFAM,59. Importance of number of family recommendations
DRELOR,59. Importance of religious orientation
HABOOKS,60. Books child owns
FOREADTOX,61. Time spent reading to child
FORDDAYX,62. Minutes spent each time reading to child
FOSTORYX,"63. In the past week, times child has been told a"
FOWORDSX,"63. In the past week, times child has been taught"
FOSANG,"63. In the past week, times sang with child"
FOCRAFTSX,"63. In the past week, time spent on arts and crafts"
FODINNERX,64. Eaten the evening meal together in past week
FOLIBRAY,65. Visited a library in the past month
FOBOOKST,66. Visited a bookstore in the past month
DPIAGE,67. Child older or younger than 2 years
DPCOLOR,68. Identify colors by name
DPLETTER,69. Recognize letters of alphabet
DPCOUNT,70. Counting skills
DPNAME,71. Ability to write first name
HAPRETRD,72. Read by him/herself
HAWORDSX,73. Read the words or pretend to read
HACONECTX,74. Connected story when pretending to read
HDHEALTH,75. Health of child
HDINTDIS,76. Intellectual disability
HDSPEECHX,76. Speech or language impairment
HDDISTRBX,76. Serious emotional disturbance
HDDEAFIMX,76. Deafness or other hearing impairment
HDBLINDX,76. Blindness or other visual impairment
HDORTHOX,76. Orthopedic impairment
HDAUTISMX,76. Autism
HDPDDX,76. Pervasive Developmental Disorder
HDADDX,76. Attention Deficit Disorder
HDLEARNX,76. Learning disability
HDDELAYX,76. Developmental Delay
HDTRBRAIN,76. Traumatic Brain Injury
HDOTHERX,76. Another health impairment
HDDLYRSK,77. At-risk for delay
HDRECSER,79. Receiving services for condition
HDSCHLX,80. Local school district provides services
HDGOVTX,80. Local health or service agency provides services
HDDOCTORX,"80. Doctor, clinic, or other provider provides"
HDPRISCH,80. Private school provides services
HDIEPX,81. Services provided by IEP or IFSP
HDDEVIEPX,82. Develop/change IEP
HDCOMMUX,83. Satisfied with service provider communication
HDTCHR,83. Satisfied with special needs teacher/therapist
HDACCOMX,83. Satisfied with ability to accommodate child's
HDCOMMITX,83. Satisfied with commitment to help child
HDSPCLED,84. Enrollment in special education classes
HDLEARN,85. Condition interferes with learning
HDPLAY,85. Condition interferes with participation in play
HDOUT,85. Condition interferes with going on outings
HDFRNDS,85. Condition interferes with making friends
CDOBMM,86. Month born
CDOBYY,86. Year born
CPLCBRTH,87. Country where child born
CMOVEAGE,88. Age of child when first moved to US
CHISPAN,"89. Child Spanish, Hispanic, or Latino"
CAMIND,90. Child Race - American Indian or Alaska Native
CASIAN,90. Child Race - Asian
CBLACK,90. Child Race - Black or African American
CPACI,90. Child Race - Native Hawaiian or other Pacific
CWHITE,"90. Child Race, White"
CHISPRM,90. Child Hispanic - race not reported
CSEX,91. Child Sex
CLIVYN,92. Where child lived for school year
CLIVELSWX,93. Where child spends time
CSPEAKX,94. Language spoken by child at home
CENGLPRG,95. Enrolled in language program
HHTOTALXX,96. Total people in household
HHBROSX,97. Brothers
HHSISSX,97. Sisters
HHMOM,97. Mother
HHDAD,97. Father
HHAUNTSX,97. Aunts
HHUNCLSX,97. Uncles
HHGMASX,97. Grandmothers
