Variable,Description
hrhhid,"""HOUSEHOLD IDENTIFIER      (Part 1)"""
hrmonth,"""MONTH OF INTERVIEW"""
hryear4,"""YEAR OF INTERVIEW"""
hurespli,"""LINE NUMBER OF THE CURRENT"""
hufinal,"""FINAL OUTCOME CODE"""
huspnish,"""IS SPANISH THE ONLY LANGUAGE SPOKEN"""
hetenure,"""ARE YOUR LIVING QUARTERS..."""
hehousut,"""TYPE OF HOUSING UNIT"""
hetelhhd,"""IS THERE A TELEPHONE IN THIS"""
hetelavl,"""IS THERE A TELEPHONE ELSEWHERE ON"""
hephoneo,"""IS A TELEPHONE INTERVIEW ACCEPTABLE?"""
hefaminc,"""FAMILY INCOME"""
hutypea,"""TYPE A NONINTERVIEW REASON"""
hutypb,"""TYPE B NON-INTERVIEW REASON"""
hutypc,"""TYPE C NON-INTERVIEW REASON"""
hwhhwgt,"""HOUSEHOLD WEIGHT"""
hrintsta,"""INTERVIEW STATUS"""
hrnumhou,"""TOTAL NUMBER OF PERSONS LIVING"""
hrhtype,"""HOUSEHOLD TYPE"""
hrmis,"""MONTH-IN-SAMPLE"""
huinttyp,"""TYPE OF INTERVIEW"""
huprscnt,"""NUMBER OF ACTUAL AND"""
hrlonglk,"""LONGITUDINAL LINK INDICATOR"""
hrhhid2,"""HOUSEHOLD IDENTIFIER (part 2)"""
hubus,"""DOES ANYONE IN THIS HOUSEHOLD"""
hubusl1,"""ENTER LINE NUMBER"""
hubusl2,"""See BUSL1"""
hubusl3,"""See BUSL1"""
hubusl4,"""See BUSL1"""
gereg,"""REGION"""
gestcen,"""CENSUS STATE CODE"""
gestfips,"""FEDERAL INFORMATION"""
gtcbsa,"""Metropolitan CBSA FIPS CODE"""
gtco,"""FIPS COUNTY CODE"""
gtcbsast,"""PRINCIPAL CITY/BALANCE STATUS"""
gtmetsta,"""METROPOLITAN STATUS"""
gtindvpc,"""INDIVIDUAL PRINCIPAL CITY"""
gtcbsasz,"""Metropolitan Area (CBSA) SIZE"""
gtcsa,"""Consolidated Statistical Area (CSA) FIPS CODE"""
proldrrp,"""RELATIONSHIP TO REFERENCE"""
pupelig,"""INTERVIEW STATUS OF EACH PERSON"""
perrp,"""RELATIONSHIP TO REFERENCE"""
peparent,"""LINE NUMBER OF PARENT"""
prtage,"""PERSONS AGE"""
prtfage,"""TOP CODE FLAG FOR AGE"""
pemaritl,"""MARITAL STATUS"""
pespouse,"""LINE NUMBER OF SPOUSE"""
pesex,"""SEX"""
peafever,"""DID YOU EVER SERVE ON ACTIVE"""
peafnow,"""ARE YOU NOW IN THE ARMED FORCES"""
peeduca,"""HIGHEST LEVEL OF SCHOOL"""
ptdtrace,"""RACE"""
prdthsp,"""DETAILED HISPANIC    ORIGIN GROUP"""
puchinhh,"""CHANGE IN HOUSEHOLD COMPOSITION"""
pulineno,"""PERSON'S LINE NUMBER"""
prfamnum,"""FAMILY NUMBER RECODE"""
prfamrel,"""FAMILY RELATIONSHIP RECODE"""
prfamtyp,"""FAMILY TYPE RECODE"""
pehspnon,"""HISPANIC OR NON-HISPANIC"""
prmarsta,"""MARITAL STATUS BASED ON"""
prpertyp,"""TYPE OF PERSON RECORD RECODE"""
penatvty,"""COUNTRY OF BIRTH"""
pemntvty,"""MOTHER'S COUNTRY OF BIRTH"""
pefntvty,"""FATHER'S COUNTRY OF BIRTH"""
prcitshp,"""CITIZENSHIP STATUS"""
prcitflg,"""CITIZENSHIP ALLOCATION FLAG"""
prinusyr,"""IMMIGRANT'S YEAR OF ENTRY"""
puslfprx,"""LABOR FORCE INFORMATION COLLECTED"""
pemlr,"""MONTHLY LABOR FORCE RECODE"""
puwk,"""LAST WEEK, DID YOU DO ANY WORK"""
pubus1,"""LAST WEEK, DID YOU DO ANY"""
pubus2ot,"""DO YOU RECEIVE ANY PAYMENTS"""
pubusck1,"""CHECK ITEM 1"""
pubusck2,"""CHECK ITEM 2"""
pubusck3,"""CHECK ITEM 3"""
pubusck4,"""CHECK ITEM 4"""
puretot,"""RETIREMENT STATUS"""
pudis,"""DISABILITY STATUS"""
peret1,"""DO YOU CURRENTLY WANT A JOB, EITHER"""
pudis1,"""DOES YOUR DISABILITY PREVENT YOU FROM"""
pudis2,"""DO YOU HAVE A DISABILITY THAT PREVENTS"""
puabsot,"""LAST WEEK DID YOU HAVE A JOB"""
pulay,"""LAST WEEK, WERE YOU ON LAYOFF"""
peabsrsn,"""WHAT IS THE MAIN REASON YOU"""
peabspdo,"""ARE YOU BEING PAID BY YOUR"""
pemjot,"""DO YOU HAVE MORE THAN ONE JOB?"""
pemjnum,"""ALTOGETHER, HOW MANY JOBS"""
pehrusl1,"""HOW MANY HOURS PER WEEK DO YOU"""
pehrusl2,"""HOW MANY HOURS PER WEEK DO YOU"""
pehrftpt,"""DO YOU USUALLY WORK 35 HOURS OR"""
pehruslt,"""SUM OF HRUSL1 AND HRUSL2."""
pehrwant,"""DO YOU WANT TO WORK A FULL-TIME"""
pehrrsn1,"""WHAT IS YOUR MAIN REASON FOR"""
pehrrsn2,"""WHAT IS THE MAIN REASON YOU DO NOT"""
