Variable,Description
CASEID,Case identification number 
STATE,State abbreviations 
DETOX,Offer detoxification (Q.1) 
TREATMT,Offer substance abuse treatment (Q.1) 
OWNERSHP,Ownership (Q.7) 
FEDOWN,Federal government agency (Q.7a) 
HOSPITAL,Located in/operated by hospital (Q.9) 
LOCS,Hospital type (Q.9a) 
ASSESSMENT,Number of assessment services offered (Q.11) 
TESTING,Number of testing services offered (Q.11) 
TRANSITION,Number of transition services offered (Q.11) 
ANCILLARY,Number of ancillary services offered (Q.11) 
OTHER_SRVC,Number of other services offered (Q.11) 
SRVC75,Ancillary services — residential beds for children (Q.11)
SRVC71,Pharmacotherapies — naltrexone (oral) (Q.11) 
SRVC108,"Pharmacotherapies — naltrexone (extended release, injectable) (Q.11) "
SRVC85,Pharmacotherapies — methadone (Q.11) 
SRVC87,Pharmacotherapies — buprenorphine with naloxone (Suboxone®) (Q.11) 
SRVC86,Pharmacotherapies — buprenorphine without naloxone (Q.11) 
SRVC129,Pharmacotherapies — buprenorphine sub-dermal implant (Probuphine®) 
SRVC70,Pharmacotherapies — disulfiram (Antabuse®) (Q.11) 
SRVC88,Pharmacotherapies — acamprosate (Campral®) (Q.11) 
SRVC94,Pharmacotherapies — nicotine replacement (Q.11) 
SRVC106,Pharmacotherapies — non-nicotine smoking/tobacco cessation 
SRVC95,Pharmacotherapies — medications for psychiatric disorders (Q.11) 
OTP,Operate an opioid treatment program (Q.12) 
ONLYOUD,Does this facility serve only opioid use disorder clients? (Q.12a) 
OPIOIDMAINT,Maintenance services with methadone or buprenorphine (Q.12b) 
OPIOIDWDRAW,Maintenance services with medically supervised withdrawal after 
OPIOIDDETOX,Detoxification services with methadone or buprenorphine (Q.12b) 
OPIOIDNAL,Relapse prevention with naltrexone (Vivitrol®) (Q.12b) 
COMPSAT,Use frequency of computerized substance abuse treatment (Q.14) 
DUI_DWI,Program for DUI/DWI/other offenders (Q.16) 
ONLYDUI,All substance abuse treatment clients identified as DUI/DWI offenders 
SIGNLANG,Treatment in sign language — Y/N (Q.17) 
LANG,Treatment in language other than English — Y/N (Q.18) 
LANG16,Do staff counselors provide substance abuse treatment in Spanish? 
LANG1,Treatment in Hopi (Q.18b) 
LANG2,Treatment in Lakota (Q.18b) 
LANG3,Treatment in Navajo (Q.18b) 
LANG21,Treatment in Ojibwa (Q.18b) 
LANG4,Treatment in Yupik (Q.18b) 
LANG5,Treatment in other American Indian/Alaskan Native language (Q.18b) 
LANG6,Treatment in Arabic (Q.18b) 
LANG7,Treatment in Chinese (Q.18b) 
LANG8,Treatment in Creole (Q.18b) 
LANG24,Treatment in Farsi (Q.18b) 
LANG9,Treatment in French (Q.18b) 
LANG10,Treatment in German (Q.18b) 
LANG22,Treatment in Greek (Q.18b) 
LANG25,Treatment in Hebrew (Q.18b) 
LANG26,Treatment in Hindi (Q.18b) 
LANG11,Treatment in Hmong (Q.18b) 
LANG19,Treatment in Italian (Q.18b) 
LANG23,Treatment in Japanese (Q.18b) 
LANG12,Treatment in Korean (Q.18b) 
LANG13,Treatment in Polish (Q.18b) 
LANG14,Treatment in Portuguese (Q.18b) 
LANG15,Treatment in Russian (Q.18b) 
LANG20,Treatment in Tagalog (Q.18b) 
LANG17,Treatment in Vietnamese (Q.18b) 
LANG18,Treatment in other language (Q.18b) 
SRVC30,Specific program/group for adolescents (Q.19a) 
SRVC34,Specific program/group for adult women (Q.19a) 
SRVC33,Specific program/group for pregnant/postpartum women (Q.19a) 
SRVC64,Specific program/group for adult men (Q.19a) 
SRVC63,Specific program/group for seniors (Q.19a) 
SRVC62,Specific program/group for clients who identified as 
SRVC113,Specific program/group for veterans (Q.19a) 
SRVC114,Specific program/group for active duty military (Q.19a) 
SRVC115,Specific program/group for military families (Q.19a) 
SRVC61,Specific program/group for criminal justice clients (Q.19a) 
SRVC31,Specific program/group for co-occurring substance abuse and mental 
SRVC32,Specific program/group for persons living with HIV/AIDS (Q.19a) 
SRVC116,Specific program/group for persons who have experienced trauma 
CTYPE4,Hospital inpatient substance abuse care offered (Q.20) 
CTYPEHI1,Hospital inpatient detoxification care offered (Q.20a) 
CTYPEHI2,Hospital inpatient treatment care offered (Q.20a) 
CTYPE7,Non-hospital residential substance abuse care offered (Q.21) 
CTYPERC1,Non-hospital residential detoxification care offered (Q.21a) 
CTYPERC3,Non-hospital residential short-term treatment offered (Q.21a) 
CTYPERC4,Non-hospital residential long-term treatment offered (Q.21a) 
CTYPE1,Any outpatient substance abuse care offered currently (Q.22) 
CTYPE6,Outpatient detoxification offered (Q.22a) 
CTYPEML,Outpatient methadone maintenance offered (Q.22a) 
CTYPEOP,Day treatment/partial hospital offered (Q.22a) 
CTYPE2,Intensive outpatient treatment offered (Q.22a) 
CTYPE3,Regular outpatient treatment offered (Q.22a) 
FEESCALE,Uses sliding fee scale (Q.23) 
PAYASST,Offers no charge or free treatment (Q.24) 
EARMARK,"Receive any federal, state, county, or local funds (Q.25) "
REVCHK3,Free treatment to all clients (Q.26) 
REVCHK1,Accepts cash or self-payment (Q.26) 
REVCHK8,Accepts Medicare payments (Q.26) 
REVCHK5,Accepts Medicaid payments (Q.26) 
REVCHK10,Accepts state-financed health insurance (Q.26) 
REVCHK15,Accepts federal military insurance (Q.26) 
REVCHK2,Accepts private health insurance (Q.26) 
REVCHK17,Accepts IHS/638 contract care funds (Q.26) 
LOC5,"Setting, halfway house (Q.35) "
LICEN,Licensed/certified/accredited by hospital or state authority (Q.37) 
ACCRED,Licensed/certified/accredited by JC/CARF/NCQA/COA/HFAP (Q.37) 
HIMETNUM,Total methadone inpatients — for OTP facilities (Q.29c) 
RCMETNUM,Total methadone residential — for OTP facilities (Q.30c) 
OPMETNUM,Total methadone outpatients — for OTP facilities (Q.31c) 
HIMATNUM,"Inpatient — total MAT clients — March 31, 2017 (Q.29c) "
OPMATNUM,"Outpatient — total MAT clients — March 31, 2017 (Q.31c) "
RCMATNUM,"Residential — total MAT clients — March 31, 2017 (Q.30c) "
RCVIVNUM,Total naltrexone residential (Q.30c) 
OPBUPNUM,Total buprenorphine outpatients (Q.31c) 
OPVIVNUM,Total naltrexone outpatients (Q.31c) 
HIBUPNUM,Total buprenorphine inpatients (Q.29c) 
HIVIVNUM,Total naltrexone inpatients (Q.29c) 
RCBUPNUM,Total buprenorphine residential (Q.30c) 
