Variable,Description
MUA_SOURCE_ID,MUA/P ID; MUA/P Source ID; MUA/P Source Identification Number
MUA_AREA_CD,MUA/P Area Code; MUA/P Area Code (Component); MUA/P Service Area
MCD_FIPS_Cd,Minor Civil Division FIPS Code; MCD Code
MCD_CENSUS_CD,Minor Civil Division Census Code; MCD_Cd; Minor Civil Division Code
MCD_NM,Minor Civil Division Name; MCD Name
MUA_DESIGNATION_TYP_CD,Designation Type Code; MUA/P Designation Type Code
MUA_DESIGNATION_TYP_DESC,Designation Type; MUA/P Designation Type; MUA/P Designation Type Description
MUA_STATUS_CD,MUA/P Status Code
MUA_STATUS_DESC,MUA/P Status Description; MUA/P Status; Status
CENSUS_TRACT,Census Tract
MUA_DESIGNATION_DT,Designation Date; MUA/P Designation Date
MUA_DESIGNATION_DT_TXT,Designation Date; MUA/P Designation Date; MUA/P Designation Date String
MUA_SCORE,IMU Score; Index of Medical Underservice Score; MUA/P Score
MUA_SERVICE_AREA_NM,MUA/P Service Area Name; MUA/P Name; Service Area; Service Area Name
MUA_UPDATE_DT,MUA/P Update Date; Update Date
MUA_UPDATE_DT_TXT,MUA/P Update Date; MUA/P Update Date String; Update Date
US_MEXICO_BORDER_100KM_IND,U.S. - Mexico Border 100 Kilometer Indicator; La Paz Agreement; Primary Care Service Area U.S. - Mexico Border Indicator; U.S. - Mexico Border 100 Kilometer Status Indicator
US_MEXICO_BORDER_COUNTY_IND,U.S. - Mexico Border County Indicator; Primary Care Service Area U.S. - Mexico Border County Indicator
STATE_COUNTY_FIPS_CD,State and County Federal Information Processing Standard Code; State and County FIPS Code; State County FIPS Code
COUNTY_FIPS_CD,County or County Equivalent Federal Information Processing Standard Code; County FIPS; County FIPS Code; CountyFIPS
LIST_BOX_COUNTY_NM,"Complete County Name; County; County Name; County, County Name; List Box County Name"
COUNTY_NM,"County Equivalent Name; Component County Name; County; County (Component); County Equivalent; County Name; County or County Equivalent; County or County Equivalent Name; County, County Equivalent; Grantee County Name"
COUNTY_DESC,County Description
REGION_CD,HHS Region Code; Region Code
REGION_NM,HHS Region Name; Component HHS Region; HHS Region; Region Name; Site HHS Region
STATE_FIPS_CD,State FIPS Code; State Federal Information Processing Standard Code; State FIPS
STATE_NM,State Name; Component State; Component State Name; Site State; State; State Label; State/Territory
STATE_ABBR,State Abbreviation; State; State Code; State_Cd
POVERTY_100_PCT_NUM,Percent of Population with Incomes at or Below 100 Percent of the U.S. Federal Poverty Level; % of Population with Incomes at or Below 100% of the U.S. FPL; Percent of Population with Incomes at or Below 100 Percent of the USFPL
POP_AGE_65_OVER_PCT,Percentage of Population Age 65 and Over; % of Population Age 65 and Over
INFANT_MORTALITY_RATE,Infant Mortality Rate
PROVIDER_1000_POP_RATIO,Ratio of Providers per 1000 Population
POVERTY_100_PCT_NUM_IMU,Percent of Population with Incomes at or Below 100 Percent of the U.S. Federal Poverty Level Index of Medical Underservice Score; % of Population with Incomes at or Below 100% of the U.S. FPL IMU Score; Percent of Population with Incomes at or Below 100 Percent of the USFPL IMU Score
POP_AGE_65_OVER_PCT_IMU,Percentage of Population Age 65 and Over IMU Score; % of Population Age 65 and Over IMU Score; Percentage of Population Age 65 and Over Index of Medical Underservice Score
INFANT_MORTALITY_RATE_IMU,Infant Mortality Rate IMU Score; Infant Mortality Rate Index of Medical Underservice Score
PROVIDER_1000_POP_RATIO_IMU,Ratio of Providers per 1000 Population IMU Score; Ratio of Providers per 1000 Population IMU; Ratio of Providers per 1000 Population Index of Medical Underservice Score
DW_RECORD_CREATE_DT,Data Warehouse Record Create Date; Data As-of-Date; HRSA Data Warehouse Processing Date; SNAP; Snapshot; Snapshot Date
DW_RECORD_CREATE_DT_TXT,Data Warehouse Record Create Date Text; HDW Processing Date; HRSA Data Warehouse Processing Date; SNAP; Snapshot Date; Snapshot Date String; Snapshot Date Text
PRIMARY_STATE_FIPS_CD,Primary State FIPS Code; HPSA Primary State FIPS Code; MUA/P Primary State FIPS Code
PRIMARY_STATE_ABBR,HPSA Primary State Abbreviation; MUA/P Primary State Abbreviation; Primary State Abbreviation; State
PRIMARY_STATE_NM,Primary State Name; HPSA Primary State Name; MUA/P Primary State; Primary State; State
PRIMARY_REGION_CD,Primary HHS Region Code; HHS Region Code; HPSA Primary Region Code; MUA/P Primary Region Code; Primary Region Code; Region Code
PRIMARY_REGION_NM,Primary HHS Region Name; HHS Region; HPSA Primary Region Name; MUA/P Primary Region Name; Primary Region
CMN_REGION_CD,Common Region Code; Common HHS Region Code; HHS Region Code
CMN_REGION_NM,Common Region Name; Common HHS Region Name; HHS Region; HHS Region Name; Region Name
CMN_STATE_NM,Common State Name; State; State (Component); State Name
CMN_STATE_ABBR,Common State Abbreviation; Common State Name; State; State Abbreviation
CMN_STATE_FIPS_CD,Common State FIPS Code; State FIPS Code
CMN_STATE_COUNTY_FIPS_CD,Common State County FIPS Code; State County FIPS; State County FIPS Code
CMN_COUNTY_NM_STATE_ABBR,Common County Name; Common County Name with State Abbreviation; County; County Name; Proper County Name and State Abbreviation
BREAK_DESIGNATION_IND,Break in Designation; Break Designation
MUA_COMP_DESIGNATION_DT,Medically Underserved Area/Population (MUA/P) Component Designation Date
