Variable,Description
ADDEPEV2 , 'EVER TOLD YOU HAD A DEPRESSIVE DISORDER'
ADDOWN1 ," 'FELT DOWN, DEPRESSED OR HOPELESS'"
ADPLEAS1 , 'HAD LITTLE PLEASURE DOING THINGS'
ADSLEEP , 'DAYS HAD TROUBLE WITH SLEEP'
ALCDAY5 , 'DAYS IN PAST 30 HAD ALCOHOLIC BEVERAGE'
ASTHMA3 , 'EVER TOLD HAD ASTHMA'
ASTHNOW , 'STILL HAVE ASTHMA'
AVEDRNK2 , 'AVG ALCOHOLIC DRINKS PER DAY IN PAST 30'
BLDSTOOL , 'EVER HAD BLOOD STOOL TEST USING HOME KIT'
BLDSUGAR , 'HOW OFTEN CHECK BLOOD FOR GLUCOSE'
BLIND , 'BLIND OR DIFFICULTY SEEING'
CADULT , 'ARE YOU 18 YEARS OF AGE OR OLDER?'
CAREGIV1 , 'PROVIDED REGULAR CARE FOR FAMILY OR FRIEND'
CARERCVD , 'SATISFIED WITH CARE RECEIVED'
CASTHDX2 , 'HLTH PRO EVER SAID CHILD HAS ASTHMA'
CASTHNO2 , 'CHILD STILL HAVE ASTHMA?'
CCLGHOUS , 'DO YOU LIVE IN COLLEGE HOUSING?'
CDASSIST , 'NEED ASSISTANCE WITH DAY-TO_DAY ACTIVITIES DUE TO CONFUSION OR MEMORY LOSS'
CDDISCUS , 'HAVE YOU DISCUSSED YOUR CONFUSION OR MEMORY LOSS WITH A HEALTH CARE PROFESSIONAL?'
CDHELP , 'WHEN YOU NEED HELP WITH DAY-TO-DAY ACTIVITIES ARE YOU ABLE TO GET IT'
CDHOUSE , 'GIVEN UP DAY-TO-DAY CHORES DUE TO CONFUSION OR MEMORY LOSS'
CDSOCIAL , 'DOES CONFUSION OR MEMORY LOSS INTERFERE WITH WORK OR SOCIAL ACTIVITIES'
CELLFON4 , 'CELLULAR TELEPHONE'
CELLFON5 , 'IS THIS A CELL TELEPHONE?'
CHCCOPD1 ," '(EVER TOLD) YOU HAVE (COPD) CHRONIC OBSTRUCTIVE PULMONARY DISEASE, EMPHYSEMA OR CHRONIC BRONCHITIS?'"
CHCKDNY1 , '(EVER TOLD) YOU HAVE KIDNEY DISEASE?'
CHCOCNCR , '(EVER TOLD) YOU HAD ANY OTHER TYPES OF CANCER?'
CHCSCNCR , '(EVER TOLD) YOU HAD SKIN CANCER?'
CHECKUP1 , 'LENGTH OF TIME SINCE LAST ROUTINE CHECKUP'
CHILDREN , 'NUMBER OF CHILDREN IN HOUSEHOLD'
CHKHEMO3 , 'TIMES CHECKED FOR GLYCOSYLATED HEMOGLOBIN'
CIMEMLOS , 'HAVE YOU EXPERIENCED CONFUSION OR MEMORY LOSS THAT IS HAPPENING MORE OFTEN OR IS GETTING WORSE?'
CNCRAGE , 'AGE TOLD HAD CANCER'
CNCRDIFF , 'HOW MANY TYPES OF CANCER?'
CNCRTYP1 , 'TYPE OF CANCER'
COLGHOUS , 'DO YOU LIVE IN COLLEGE HOUSING?'
COPDBRTH , 'DID YOU HAVE SHORTNESS OF BREATH?'
COPDBTST , 'HAVE YOU EVER BEEN GIVEN A BREATHING TEST?'
COPDCOGH , 'DID YOU HAVE A COUGH?'
COPDFLEM , 'DID YOU COUGH UP PHLEGM?'
COPDSMOK , 'HOW MANY YEARS HAVE YOU SMOKED TOBACCO PRODUCTS?'
CPDEMO1B , 'DO YOU HAVE A CELL PHONE FOR PERSONAL USE?'
CRGVEXPT , 'DO YOU EXPECT TO HAVE A RELATIVE YOU WILL NEED TO PROVIDE CARE FOR?'
CRGVHOUS , 'MANAGED HOUSEHOLD TASKS'
CRGVHRS1 , 'HOW MANY HOURS DO YOU PROVIDE CARE FOR PERSON?'
CRGVLNG1 , 'HOW LONG PROVIDED CARE FOR PERSON.'
