Variable,Description
CASEID,Case identification number
STATE,State postal code
STATE,State postal code
DETOX,Facility offers detoxification (Q.1)
TREATMT,Facility offers substance abuse treatment (Q.1)
OWNERSHP,Organization that operates the facility (Q.7)
FEDOWN,Federal government agency that operates the facility (Q.7a)
HOSPITAL,Facility is a hospital or located in or operated by a hospital (Q.23)
LOCS,Type of hospital (Q.23a)
ASSESSMENT,Number of assessment and pre-treatment services offered (Q.11)
TESTING,Number of testing services offered by this facility (Q.11)
TRANSITION,Number of transitional services offered by this facility (Q.11)
ANCILLARY,Number of ancillary services offered (Q.11)
OTHER_SRVC,Number of other services offered by this facility (Q.11)
SRVC75,Facility offers residential beds for clients' children (Q.11)
SRVC71,Facility offers naltrexone (oral) pharmacotherapy services (Q.11)
SRVC108,"Facility offers naltrexone (extended-release, injectable) pharmacotherapy"
SRVC85,Facility offers methadone pharmacotherapy services (Q.11)
SRVC87,Facility offers buprenorphine with naloxone pharmacotherapy services (Q.11)
SRVC86,Facility offers buprenorphine without naloxone pharmacotherapy services
SRVC129,Facility offers buprenorphine sub-dermal implant pharmacotherapy services
SRVC70,Facility offers disulfram (Antabuse®) pharmacotherapy services (Q.11)
SRVC88,Facility offers acamprosate (Campral®) pharmacotherapy services (Q.11)
SRVC94,Facility offers nicotine replacement pharmacotherapy services (Q.11)
SRVC106,Facility offers non-nicotine smoking/tobacco cessation medications (Q.11)
SRVC95,Facility offers medications for psychiatric disorders (Q.11)
SRVC130,"Facility offers buprenorphine (extended-release, injectable) pharmacotherapy"
OTP,Facility operates an opioid treatment program (Q.12)
ONLYOUD,Facility serves only opioid use disorder clients (Q.12a)
OPIOIDMAINT,Facility provides maintenance services with methadone or
OPIOIDWDRAW,Facility provides maintenance services with medically supervised
OPIOIDDETOX,Facility provides detoxification from opioids of abuse with methadone
OPIOIDNAL,Facility provides relapse prevention with naltrexone for treating opioid use
COMPSAT,Frequency of use of computerized substance abuse treatment/telemedicine
DUI_DWI,Facility offers a specially designed program for DUI/DWI or other drunk driver
ONLYDUI,Facility serves only DUI/DWI clients (Q.15a)
SIGNLANG,Facility provides substance abuse treatment services in sign language
LANG,Facility provides substance abuse treatment in a language other than English
LANG16,Staff counselors provide substance abuse treatment in Spanish (Q.17b)
LANG1,Staff counselors provide substance abuse treatment in Hopi (Q.17b)
LANG2,Staff counselors provide substance abuse treatment in Lakota (Q.17b)
LANG3,Staff counselors provide substance abuse treatment in Navajo (Q.17b)
LANG21,Staff counselors provide substance abuse treatment in Ojibwa (Q.17b)
LANG4,Staff counselors provide substance abuse treatment in Yupik (Q.17b)
LANG5,Staff counselors provide substance abuse treatment in other American Indian
LANG6,Staff counselors provide substance abuse treatment in Arabic (Q.17b)
LANG7,Staff counselors provide substance abuse treatment in any Chinese language
LANG8,Staff counselors provide substance abuse treatment in Creole (Q.17b)
LANG24,Staff counselors provide substance abuse treatment in Farsi (Q.17b)
LANG9,Staff counselors provide substance abuse treatment in French (Q.17b)
LANG10,Staff counselors provide substance abuse treatment in German (Q.17b)
LANG22,Staff counselors provide substance abuse treatment in Greek (Q.17b)
LANG25,Staff counselors provide substance abuse treatment in Hebrew (Q.17b)
LANG26,Staff counselors provide substance abuse treatment in Hindi (Q.17b)
LANG11,Staff counselors provide substance abuse treatment in Hmong (Q.17b)
LANG19,Staff counselors provide substance abuse treatment in Italian (Q.17b)
LANG23,Staff counselors provide substance abuse treatment in Japanese (Q.17b)
LANG12,Staff counselors provide substance abuse treatment in Korean (Q.17b)
LANG13,Staff counselors provide substance abuse treatment in Polish (Q.17b)
LANG14,Staff counselors provide substance abuse treatment in Portuguese (Q.17b)
LANG15,Staff counselors provide substance abuse treatment in Russian (Q.17b)
LANG20,Staff counselors provide substance abuse treatment in Tagalog (Q.17b)
LANG17,Staff counselors provide substance abuse treatment in Vietnamese (Q.17b)
LANG18,Staff counselors provide substance abuse treatment in any other language
SRVC30,Facility has a tailored program for adolescents (Q.18a)
SRVC34,Facility has a tailored program for adult women (Q.18a)
