Variable,Description
HOMEIDX,HOME ID NUMBER (DUID + RU + ROUND)
DUID,PANEL # + ENCRYPTED DU IDENTIFIER
PANEL,PANEL NUMBER
RULETR42,RU LETTER - R4/2
FSOUT42,HOW OFTEN HAVE YOU RUN OUT OF FOOD
FSLAST42,HOW OFTEN DID FOOD NOT LAST
FSAFRD42,HOW OFTEN NOT AFFORD BALANCED MEALS
FSSKIP42,DID YOU EVER SKIP MEALS
FSSKDY42,HOW MANY DAYS WERE MEALS SKIPPED
FSLESS42,DID YOU EVER EAT LESS
FSHGRY42,DID YOU EVER GO HUNGRY
FSWTLS42,LOW FOOD MONEY CAUSE WEIGHT LOSS
FSNEAT42,DID YOU EVER NOT EAT
FSNEDY42,HOW MANY DAYS DID YOU NOT EAT
FSWT42,FOOD SECURITY WEIGHT
VARSTR,VARIANCE ESTIMATION STRATUM - 2022
VARPSU,VARIANCE ESTIMATION PSU - 2022
