Variable,Description
ACEDEPRS ," 'LIVE WITH ANYONE DEPRESSED, MENTALLY ILL, OR SUICIDAL?'"
ACEDIVRC , 'WERE YOUR PARENTS DIVORCED/SEPERATED?'
ACEDRINK , 'LIVE WITH A PROBLEM DRINKER/ALCOHOLIC?'
ACEDRUGS , 'LIVE WITH ANYONE WHO USED ILLEGAL DRUGS OR ABUSED PRESCRIPTIONS?'
ACEHURT , 'HOW OFTEN DID A PARENT PHYSICALLY HURT YOU IN ANY WAY?'
ACEHVSEX , 'HOW OFTEN DID ANYONE EVER FORCE YOU TO HAVE SEX?'
ACEPRISN , 'LIVE WITH ANYONE WHO SERVED TIME IN PRISON OR JAIL?'
ACEPUNCH , 'HOW OFTEN DID YOUR PARENTS BEAT EACH OTHER UP?'
ACESWEAR , 'HOW OFTEN DID A PARENT SWEAR AT YOU?'
ACETOUCH , 'HOW OFTEN DID ANYONE EVER TOUCH YOU SEXUALLY?'
ACETTHEM , 'HOW OFTEN DID ANYONE MAKE YOU TOUCH THEM SEXUALLY?'
ADDEPEV2 , 'EVER TOLD YOU HAD A DEPRESSIVE DISORDER'
ADLTCHLD , 'WHICH HOUSEHOLD MEMBER WAS SELECTED TO BE THE FOCUS OF THE CALLBACK.'
AGE , 'REPORTED AGE IN YEARS'
ALCDAY5 , 'DAYS IN PAST 30 HAD ALCOHOLIC BEVERAGE'
ASACTLIM , 'ACTIVITIES LIMITED DUE TO ASTHMA DURING PAST 12 MONTHS'
ASATTACK , 'ASTHMA DURING PAST 12 MONTHS'
ASDRVIST , 'URGENT ASTHMA TREATMENT DURING PAST 12 MONTHS'
ASERVIST , 'EMERGENCY ASTHMA CARE DURING PAST 12 MONTHS'
ASINHALR , 'TIMES USED ASTHMA INHALER DURING AN ATTACK IN PAST 30 DAYS'
ASNOSLEP , 'SLEEP DIFFICULTY DUE TO ASTHMA DURING PAST 30 DAYS'
ASRCHKUP , 'ROUTINE ASTHMA CARE DURING PAST 12 MONTHS'
ASTHMA3 , 'EVER TOLD HAD ASTHMA'
ASTHMAGE , 'AGE AT ASTHMA DIAGNOSIS'
