Variable,Description
YEAR,SDOH file year
TRACTFIPS,State-county-census tract FIPS Code (11-digit)
COUNTYFIPS,State-county FIPS Code (5-digit)
STATEFIPS,State FIPS Code (2-digit)
STATE,State name
COUNTY,County name
REGION,Census region name
TERRITORY,"Territory indicator (1= U.S. Territory, 0= U.S. State or DC)"
ACS_TOT_POP_WT,Total weighted population
ACS_TOT_POP_US_ABOVE1,Total population in the U.S. (ages 1 and over)
ACS_TOT_POP_ABOVE5,Total population (ages 5 and over)
ACS_TOT_POP_ABOVE15,Total population (ages 15 and over)
ACS_TOT_POP_ABOVE16,Total population (ages 16 and over)
ACS_TOT_POP_16_19,Total population (between ages 16 and 19)
ACS_TOT_POP_ABOVE25,Total population (ages 25 and over)
ACS_TOT_CIVIL_POP_ABOVE18,Total civilian population (ages 18 and over)
ACS_TOT_CIVIL_VET_POP_ABOVE25,Total civilian population who are veterans (ages 25 and over)
ACS_TOT_OWN_CHILD_BELOW17,Total own children (ages 17 and below)
ACS_TOT_CIVILIAN_LABOR,Total population in the civilian labor force (ages 16 and over)
ACS_TOT_CIVIL_EMPLOY_POP,Total civilian employed population (ages 16 and over)
ACS_TOT_WORKER_HH,Total workers in households (ages 16 and over)
ACS_TOT_WORKER_NWFH,Total workers who do not work from home (ages 16 and over)
ACS_TOT_POP_POV,Total population for whom poverty status is determined
ACS_TOT_GRANDCHILDREN_GP,Total grandchildren under 18 living with grandparent householder
ACS_TOT_HU,Total housing units
ACS_TOT_HH,Total number of households
ACS_AVG_HH_SIZE,Average household size
ACS_TOT_CIVIL_VET_POP,Total number of civilian veterans (ages 18 and over)
ACS_PCT_FEMALE,Percentage of population that is female
ACS_PCT_MALE,Percentage of population that is male
ACS_PCT_CTZ_NATURALIZED,Percentage of population consisting of U.S. citizens by naturalization
ACS_PCT_CTZ_NONUS_BORN,Percentage of population consisting of U.S. citizens born abroad of American parents or naturalized
ACS_PCT_CTZ_US_BORN,"Percentage of population consisting of U.S. citizens born in United States, Puerto Rico, or U.S. Islands"
ACS_PCT_FOREIGN_BORN,Percentage of population that is foreign-born
ACS_PCT_NON_CITIZEN,Percentage of population who are not U.S. citizens
ACS_PCT_NONCTN_1990,Percentage of population who are not U.S. citizens and entered U.S. before 1990
ACS_PCT_NONCTN_1999,Percentage of population who are not U.S. citizens and entered U.S. between 1990 and 1999
ACS_PCT_NONCTN_2000,Percentage of population who are not U.S. citizens and entered U.S. between 2000 and 2009
ACS_PCT_API_LANG,Percentage of population that speaks Asian and Pacific Island languages (ages 5 and over)
ACS_PCT_ENGL_NOT_ALL,Percentage of population that speaks a language other than English that does not speak English at all (ages 5 and over)
ACS_PCT_ENGL_NOT_WELL,Percentage of population that speaks a language other than English that does not speak English well (ages 5 and over)
ACS_PCT_ENGL_VERY_WELL,Percentage of population that speaks a language other than English that speaks English very well (ages 5 and over)
ACS_PCT_ENGL_WELL,Percentage of population that speaks a language other than English that speaks English well (ages 5 and over)
ACS_PCT_ENGLISH,Percentage of population that only speaks English (ages 5 and over)
ACS_PCT_HH_LIMIT_ENGLISH,Percentage of limited English speaking households
ACS_PCT_OTH_EURP,Percentage of population who speak other Indo-European languages (ages 5 and over)
ACS_PCT_OTH_LANG,Percentage of population who speak other languages (ages 5 and over)
ACS_PCT_SPANISH,Percentage of population that speaks Spanish (ages 5 and over)
ACS_PCT_GULFWAR_1990_2001,Percentage of the civilian veteran population that served during the Gulf War period from August 1990 to August 2001 (ages 18 and over)
ACS_PCT_GULFWAR_2001,Percentage of the civilian veteran population that served during the Gulf War period from September 2001 or later (ages 18 and over)
ACS_PCT_GULFWAR_VIETNAM,Percentage of the civilian veteran population that served between Gulf War and Vietnam era (ages 18 and over)
ACS_PCT_VET,Percentage of the civilian population consisting of veterans (ages 18 and over)
ACS_PCT_VIETNAM,Percentage of the civilian veteran population that served in the Vietnam era (ages 18 and over)
ACS_MEDIAN_AGE,Median age of total population
ACS_MEDIAN_AGE_FEMALE,Median age of female population
ACS_MEDIAN_AGE_MALE,Median age of male population
ACS_PCT_AGE_0_4,Percentage of population between ages 0-4
ACS_PCT_AGE_5_9,Percentage of population between ages 5-9
ACS_PCT_AGE_10_14,Percentage of population between ages 10-14
ACS_PCT_AGE_15_17,Percentage of population between ages 15-17
ACS_PCT_AGE_0_17,Percentage of population between ages 0-17
ACS_PCT_AGE_18_29,Percentage of population between ages 18-29
ACS_PCT_AGE_18_44,Percentage of population between ages 18-44
