Variable,Description
DUID,PANEL # + ENCRYPTED DU IDENTIFIER
FSAFRD42,HOW OFTEN COULDN'T AFFORD BALANCED MEALS
FSHGRY42,DID YOU EVER GO HUNGRY
FSLAST42,HOW OFTEN DID FOOD NOT LAST
FSLESS42,DID YOU EVER EAT LESS
FSNEAT42,DID YOU EVER NOT EAT
FSNEDY42,HOW MANY DAYS DID YOU NOT EAT
FSOUT42,HOW OFTEN HAVE YOU RUN OUT OF FOOD
FSSKDY42,HOW MANY DAYS WERE MEALS SKIPPED
FSSKIP42,DID YOU EVER SKIP MEALS
FSWT42,FOOD SECURITY WEIGHT
FSWTLS42,LOW FOOD MONEY CAUSE WEIGHT LOSS
HOMEIDX,HOME ID NUMBER (DUID + RU + ROUND)
PANEL,PANEL NUMBER
RULETR42,RU LETTER - R4/2
VARPSU,VARIANCE ESTIMATION PSU - 2021
VARSTR,VARIANCE ESTIMATION STRATUM - 2021
