Variable,Description
STNAM,State Name
FIPST,Federal Information Processing Standard code
LEAID,Local Education Agency (district) NCES ID
LEANM,Local Education Agency (district) Name (from NCES Common Core of Data)
NCESSCH,School NCES ID
SCHNAM,School Name (from NCES Common Core of Data)
ALL_RLA##numvalid_1213,Total number of students that took a test and received a valid score
ALL_RLA##pctprof_1213,Percentage of students in the school that scored at or above proficient
MAM_RLA##numvalid_1213,Number of Native American students that took a test and received a valid score
MAM_RLA##pctprof_1213,Percentage of Native American students that scored at or above proficient
MAS_RLA##numvalid_1213,Number of Asian/Pacific Islander students that took a test and received a valid score
MAS_RLA##pctprof_1213,Percentage of Asian/Pacific Islander students that scored at or above proficient
MBL_RLA##numvalid_1213,Number of Black students that took a test and received a valid score
MBL_RLA##pctprof_1213,Percentage of Black students that scored at or above proficient
MHI_RLA##numvalid_1213,Number of Hispanic students that took a test and received a valid score
MHI_RLA##pctprof_1213,Percentage of Hispanic students that scored at or above proficient
MTR_RLA##numvalid_1213,Number of students with Two or More Races that took a test and received a valid score
MTR_RLA##pctprof_1213,Percentage of students with Two or More Races that scored at or above proficient
MWH_RLA##numvalid_1213,Number of White students that took a test and received a valid score
MWH_RLA##pctprof_1213,Percentage of White students that scored at or above proficient
F_RLA##numvalid_1213,Number of female students that took a test and received a valid score
F_RLA##pctprof_1213,Percentage of female students that scored at or above proficient
M_RLA##numvalid_1213,Number of male students that took a test and received a valid score
M_RLA##pctprof_1213,Percentage of male students that scored at or above proficient
CWD_RLA##numvalid_1213,Number of children with disabilities that took a test and received a valid score
CWD_RLA##pctprof_1213,Percentage of children with disabilities that scored at or above proficient
ECD_RLA##numvalid_1213,Number of economically disadvantaged students that took a test and received a valid score
ECD_RLA##pctprof_1213,Percentage of economically disadvantaged students that scored at or above proficient
LEP_RLA##numvalid_1213,Number of limited English proficient students that took a test and received a valid score
LEP_RLA##pctprof_1213,Percentage of limited English proficient students that scored at or above proficient
HOM_RLA##numvalid_1213,Number of homeless students that took a test and received a valid score
HOM_RLA##pctprof_1213,Percentage of homeless students that scored at or above proficient
MIG_RLA##numvalid_1213,Number of migrant students that took a test and received a valid score
MIG_RLA##pctprof_1213,Percentage of migrant students that scored at or above proficient
STNAM,State Name
FIPST,Federal Information Processing Standard code
LEAID,Local Education Agency (district) NCES ID
LEANM,Local Education Agency (district) Name (from NCES Common Core of Data)
NCESSCH,School NCES ID
SCHNAM,School Name (from NCES Common Core of Data)
ALL_MTH##numvalid_1213,Total number of students that took a test and received a valid score
ALL_MTH##pctprof_1213,Percentage of students in the school that scored at or above proficient
MAM_MTH##numvalid_1213,Number of Native American students that took a test and received a valid score
MAM_MTH##pctprof_1213,Percentage of Native American students that scored at or above proficient
MAS_MTH##numvalid_1213,Number of Asian/Pacific Islander students that took a test and received a valid score
MAS_MTH##pctprof_1213,Percentage of Asian/Pacific Islander students that scored at or above proficient
MBL_MTH##numvalid_1213,Number of Black students that took a test and received a valid score
MBL_MTH##pctprof_1213,Percentage of Black students that scored at or above proficient
MHI_MTH##numvalid_1213,Number of Hispanic students that took a test and received a valid score
MHI_MTH##pctprof_1213,Percentage of Hispanic students that scored at or above proficient
MTR_MTH##numvalid_1213,Number of students with Two or More Races that took a test and received a valid score
MTR_MTH##pctprof_1213,Percentage of students with Two or More Races that scored at or above proficient
MWH_MTH##numvalid_1213,Number of White students that took a test and received a valid score
MWH_MTH##pctprof_1213,Percentage of White students that scored at or above proficient
F_MTH##numvalid_1213,Number of female students that took a test and received a valid score
F_MTH##pctprof_1213,Percentage of female students that scored at or above proficient
M_MTH##numvalid_1213,Number of male students that took a test and received a valid score
M_MTH##pctprof_1213,Percentage of male students that scored at or above proficient
CWD_MTH##numvalid_1213,Number of children with disabilities that took a test and received a valid score
CWD_MTH##pctprof_1213,Percentage of children with disabilities that scored at or above proficient
ECD_MTH##numvalid_1213,Number of economically disadvantaged students that took a test and received a valid score
ECD_MTH##pctprof_1213,Percentage of economically disadvantaged students that scored at or above proficient
LEP_MTH##numvalid_1213,Number of limited English proficient students that took a test and received a valid score
LEP_MTH##pctprof_1213,Percentage of limited English proficient students that scored at or above proficient
HOM_MTH##numvalid_1213,Number of homeless students that took a test and received a valid score
HOM_MTH##pctprof_1213,Percentage of homeless students that scored at or above proficient
MIG_MTH##numvalid_1213,Number of migrant students that took a test and received a valid score
MIG_MTH##pctprof_1213,Percentage of migrant students that scored at or above proficient
STNAM,State Name
FIPST,Federal Information Processing Standard code
LEAID,Local Education Agency (district) NCES ID
LEANM,Local Education Agency (district) Name (from NCES Common Core of Data)
NCESSCH,School NCES ID
SCHNAM,School Name (from NCES Common Core of Data)
ALL_RLA##numpart_1213,Total number of students who participated in an assessment 
ALL_RLA##pctpart_1213,Percentage of students in the school who participated in an assessment
MAM_RLA##numpart_1213,Number of Native American students who participated in an assessment
MAM_RLA##pctpart_1213,Percentage of Native American students who participated in an assessment
MAS_RLA##numpart_1213,Number of Asian/Pacific Islander students who participated in an assessment
MAS_RLA##pctpart_1213,Percentage of Asian/Pacific Islander students who participated in an assessment
MBL_RLA##numpart_1213,Number of Black students who participated in an assessment 
MBL_RLA##pctpart_1213,Percentage of Black students who participated in an assessment
MHI_RLA##numpart_1213,Number of Hispanic students who participated in an assessment
MHI_RLA##pctpart_1213,Percentage of Hispanic students who participated in an assessment  
MTR_RLA##numpart_1213,Number of students with Two or More Races who participated in an assessment
MTR_RLA##pctpart_1213,Percentage of students with Two or More Races who participated in an assessment 
MWH_RLA##numpart_1213,Number of White students who participated in an assessment 
MWH_RLA##pctpart_1213,Percentage of White students who participated in an assessment
F_RLA##numpart_1213,Number of female students who participated in an assessment 
F_RLA##pctpart_1213,Percentage of female students who participated in an assessment 
M_RLA##numpart_1213,Number of male students who participated in an assessment 
M_RLA##pctpart_1213,Percentage of male students who participated in an assessment
CWD_RLA##numpart_1213,Number of children with disabilities who participated in an assessment
CWD_RLA##pctpart_1213,Percentage of children with disabilities who participated in an assessment 
ECD_RLA##numpart_1213,Number of economically disadvantaged students who participated in an assessment
ECD_RLA##pctpart_1213,Percentage of economically disadvantaged students who participated in an assessment
LEP_RLA##numpart_1213,Number of limited English proficient students who participated in an assessment
LEP_RLA##pctpart_1213,Percentage of limited English proficient students who participated in an assessment
HOM_RLA##numpart_1213,Number of homeless students who participated in an assessment 
HOM_RLA##pctpart_1213,Percentage of homeless students who participated in an assessment  
MIG_RLA##numpart_1213,Number of migrant students who participated  in an assessment
MIG_RLA##pctpart_1213,Percentage of migrant students who participated  in  an assessment 
STNAM,State Name
FIPST,Federal Information Processing Standard code
LEAID,Local Education Agency (district) NCES ID
LEANM,Local Education Agency (district) Name (from NCES Common Core of Data)
NCESSCH,School NCES ID
SCHNAM,School Name (from NCES Common Core of Data)
ALL_MTH##numpart_1213,Total number of students who participated in an assessment
ALL_MTH##pctpart_1213,Percentage of students in the school who participated in an assessment
MAM_MTH##numpart_1213,Number of Native American students who participated in an assessment  
MAM_MTH##pctpart_1213,Percentage of Native American students who participated in an assessment
MAS_MTH##numpart_1213,Number of Asian/Pacific Islander students who participated in an assessment
MAS_MTH##pctpart_1213,Percentage of Asian/Pacific Islander students who participated in an assessment
MBL_MTH##numpart_1213,Number of Black students who participated in an assessment 
MBL_MTH##pctpart_1213,Percentage of Black students who participated  in an assessment 
MHI_MTH##numpart_1213,Number of Hispanic students who participated in an assessment
MHI_MTH##pctpart_1213,Percentage of Hispanic students participated in an assessment 
MTR_MTH##numpart_1213,Number of students with Two or More Races who participated in an assessment
MTR_MTH##pctpart_1213,Percentage of students with Two or More Races who participated in an assessment
MWH_MTH##numpart_1213,Number of White students who participated in an assessment
MWH_MTH##pctpart_1213,Percentage of White students who participated in an assessment
F_MTH##numpart_1213,Number of female students who participated  in an assessment
F_MTH##pctpart_1213,Percentage of female students who participated in an assessment
M_MTH##numpart_1213,Number of male students who participated in an assessment
M_MTH##pctpart_1213,Percentage of male students who participated in an assessment 
CWD_MTH##numpart_1213,Number of children with disabilities who participated in an assessment
CWD_MTH##pctpart_1213,Percentage of children with disabilities who participated in an assessment 
ECD_MTH##numpart_1213,Number of economically disadvantaged students who participated in an assessment
ECD_MTH##pctpart_1213,Percentage of economically disadvantaged students who participated  in an assessment
LEP_MTH##numpart_1213,Number of limited English proficient students who  participated  in an assessment
LEP_MTH##pctpart_1213,Percentage of limited English proficient students who participated in an assessment
HOM_MTH##numpart_1213,Number of homeless students who participated  in an assessment
HOM_MTH##pctpart_1213,Percentage of homeless students who participated in an assessment
MIG_MTH##numpart_1213,Number of migrant students who participated in an assessment
MIG_MTH##pctpart_1213,Percentage of migrant students who participated in an assessment
