Variable,Description
PUF_ID,Unique PUF Identification Number
SURVEYYR,Survey year
VERSION,Version number
ADM_H_ME,Medicare status code as of 12/31
ADM_H_GH,Some group health participation in year
ADM_H_PD,RDS Indicator for the year
ADM_OP_M,Medicare-Medicaid dual eligibility
ADM_DUAL,Dual eligibility flag for the year
ADM_FFS_,Fee-for-Service flag for the year
ADM_MA_F,Medicare Advantage flag for the year
ADM_PART,Part D plan flag for the year
ADM_LIS_,Low income subsidy indicator for the yr
ADM_PREM,Premium subsidy coverage for the year
ADM_H_HH,1+ HHA visit current year (FFS)
ADM_H_HO,1+ hospice bill current yr (FFS)
ADM_H_IN,1+ inpatient discharge current yr (FFS)
ADM_H_OU,1+ outpatient visit current yr (FFS)
ADM_H_PB,1+ Part B claim current yr (FFS)
ADM_H_SN,1+ SNF admission current yr (FFS)
ADM_H_AC,Number inpatient stays current yr (FFS)
ADM_H_AC,Number IP covered days current yr (FFS)
ADM_H_SN,Total SNF stays current yr (FFS)
ADM_H_SN,Total SNF covered days current yr (FFS)
ADM_H_HH,Total HHA visits current yr (FFS)
ADM_H_PH,Total office visits in current yr (FFS)
INS_PRIV,Private plan covers Rx drugs (excl. RDS)
INS_PRIV,Private plan covers nursing home
INS_PRIV,Private plan covers vision
INS_PRIV,Private plan covers dental
INS_D_MA,Enrolled in Medicare Advantage
INS_D_PR,One or more private plans (excl. RDS)
INS_D_PR,Number of private plans (excl. RDS)
INS_D_PV,Has employer-sponsored insurance
INS_D_PV,Has self-purchased private insurance
INS_D_RD,Has Retiree Drug Subsidy (RDS)
INS_MADV,Medicare Advantage plan covers drugs
INT_LANG,Language of interview
INT_SPPR,Self - respondent or proxy
DEM_AGE,Age group
DEM_SEX,Gender
DEM_RACE,Race/ethnicity group
DEM_RE_A,Race/ethnicity age group
DEM_EDU,Highest grade completed
DEM_MARS,Marital status
DEM_INCO,Income group
DEM_INCS,Source of income data
DEM_ARME,Ever served in armed forces
DEM_CBSA,Metro residence designated by CBSA
DEM_IPR_,Income Poverty Ratio Medicare Threshold
ACC_HCTR,Has SP had troub get needed health care?
ACC_HCTR,"Troub getting care: cost, insuff. money"
ACC_HCDE,Last year ever delay in care due to cost
ACC_PAYP,Problem paying medical bills
ACC_PAYO,Medical bills being paid off over time
ACC_MCQU,Satisfaction: qual of med care last year
ACC_MCAV,Satisfaction: medical care night/wkend
ACC_MCEA,Satisfaction: ease get to Dr from home
ACC_MCCO,Satisfaction: OOP costs for med services
ACC_MCIN,Satisfaction: info abt what was wrong
ACC_MCCO,Satisfaction: Dr concern w/overall hlth
ACC_MCSA,Satisfaction: med care at same location
ACC_MCSP,Satisfaction: avail care by specialists
ACC_MCTE,Satisfaction: phone answers for tx or Rx
ACC_MCWO,Worry abt hlth more than others your age
ACC_MCAV,Do almost anything to avoid going to Dr
ACC_MCSI,When sick - try keeping sickness to self
ACC_MCDR,Usually go to Dr as soon as feel bad
HLT_HYST,Hysterectomy (ever)
HLT_OCAR,Hardening of arteries (ever)
HLT_OCHB,Hypertension/high BP (ever)
HLT_OCMY,MI/heart attack (ever)
HLT_OCCH,Angina pectoris/CHD (ever)
HLT_OCCF,Congestive heart failure (ever)
HLT_OCHR,"Other heart cond, eg valve/rhythm (ever)"
HLT_OCST,Stroke/brain hemorrhage (ever)
HLT_OCCH,High cholesterol (ever)
HLT_OCCS,Skin cancer (ever)
HLT_OCCA,Other (non-skin) cancer (ever)
HLT_OCAR,Rheumatoid arthritis (ever)
HLT_OCOS,Osteoarthritis (ever)
HLT_OCAR,"Arthritis, other (ever)"
HLT_ALZD,Ever told Alzheimer's or dx of dementia
HLT_OCDE,Depression (ever)
HLT_OCPS,Ever told had mental disorder
HLT_OCOS,Osteoporosis/soft bones (ever)
HLT_OCBR,Broken hip (ever)
HLT_OCEM,Emphysema/asthma/COPD (ever)
HLT_OCPP,Complete/partial paralysis (ever)
HLT_HAVE,Enlarged prostate/BPH (ever)
HLT_OCKI,Chronic kidney disease (ever)
HLT_OCBE,Diabetes/high blood sugar (ever)
HLT_OCDT,Type of diabetes diagnosed
HLT_OCDV,Told on 2+ visits had diabetes
HLT_LOST,How often lost urine control (past year)
HLT_TALK,Talked to Dr about urine control
HLT_REAS,Medical exam for urine control problem
HLT_SURG,Dr talked urine control meds/surgery
HLT_HYPE,Told on 2+ visits had high BP
HLT_HYPE,Years since 1st told of hgh bld pressure
HLT_HYPE,Measures BP at home
HLT_HYPE,Takes meds for high BP
HLT_HYPE,Reducing alcohol intake due to high BP
HLT_HYPE,How long taken meds for high BP (years)
HLT_HYPE,Side effects from BP meds
HLT_HYPE,How confident in control of BP
HLT_HYPE,Difficulty paying for BP meds
HLT_HYPE,Skip/share BP meds b/c high cost
HLT_PROS,Prostate surgery (ever)
HLT_GENH,General health compared others same age
HLT_COMP,General health compared to one year ago
HLT_HELM,Limited social activities (past month)
HLT_BMI_,BMI categories (kg/m^2)
HLT_DIAI,Takes insulin
HLT_DIAM,Takes prescribed diabetes pill/medicine
HLT_DIAT,Tests own blood for sugar/glucose
HLT_CONT,Uses continuous glucose monitor
HLT_DIAT,Foot exam in last year
HLT_DIAC,Blood sugar well controlled
HLT_DIAH,Ever experience hypoglycemia
