Variable,Description
CASEID,Case identification number
LST,State abbreviations
MHINTAKE,Offers mental health intake services (Q.A1)
MHDIAGEVAL,Offers mental health diagnostic evaluation (Q.A1)
MHREFERRAL,Offers mental health information and referral services (Q.A1)
SMISEDSUD,Offered co-occurring SMI/SED and SUD (Q.A1)
TREATMT,Offers substance abuse treatment services (Q.A1)
ADMINSERV,Offers administrative services (Q.A1)
SETTINGIP,24-hour hospital inpatient (Q.A3)
SETTINGRC,24-hour residential (Q.A3)
SETTINGDTPH,Partial hospitalization/day treatment (Q.A3)
SETTINGOP,Outpatient (Q.A3)
FACILITYTYPE,Facility type (Q.A4)
FOCUS,Primary focus (Q.A7)
OWNERSHP,Ownership (Q.A9)
PUBLICAGENCY,Public agency or department (Q.A9a)
RELIG,Facility is affiliated with a religious organization (Q.A10)
TREATPSYCHOTHRPY,Individual psychotherapy (Q.A11)
TREATFAMTHRPY,Couples/family therapy (Q.A11)
TREATGRPTHRPY,Group therapy (Q.A11)
TREATCOGTHRPY,Cognitive behavioral therapy (Q.A11)
TREATDIALTHRPY,Dialectical behavior therapy (Q.A11)
TREATCOGREM,Facility provides cognitive remediation therapy (Q.A12)
TREATBEHAVMOD,Behavior modification (Q.A11)
TREATDUALMHSA,Integrated dual disorders treatment (Q.A11)
TREATTRAUMATHRPY,Trauma therapy (Q.A11)
TREATACTVTYTHRPY,Activity therapy (Q.A11)
TREATELECTRO,Electroconvulsive therapy (Q.A11)
TREATTMS,Facility provides Transcranial Magnetic Stimulation (TMS) (Q.A12)
TREATKIT,Facility provides Ketamine Infusion Therapy (KIT) (Q.A12)
TREATEMDR,Facility provides Eye Movement Desensitization and Reprocessing (EMDR) (Q.A12)
TREATTELEMEDINCE,Telemedicine therapy (Q.A11)
TREATOTH,Other (Q.A11)
NOTREAT,None of these mental health treatment approaches are offered (Q.A11)
ANTIPSYCH,Antipsychotics for the treatment of serious mental illness (SMI) (Q.A13)
CHLOR_NO,Chlorpromazine not used at this facility for treatment of SMI (Q.A13a)
CHLOR_ORAL,Oral chlorpromazine used at this facility for treatment of SMI (Q.A13a)
CHLOR_INJ,Injectable chlorpromazine used at this facility for treatment of SMI (Q.A13a)
CHLOR_REC,Rectal chlorpromazine used at this facility for treatment of SMI (Q.A13a)
DROPE_NO,Droperidol not used at this facility for treatment of SMI (Q.A13a)
DROPE_INJ,Injectable droperidol used at this facility for treatment of SMI (Q.A13a)
FLUPH_NO,Fluphenazine not used at this facility for treatment of SMI (Q.A13a)
FLUPH_ORAL,Oral fluphenazine used at this facility for treatment of SMI (Q.A13a)
FLUPH_INJ,Injectable fluphenazine used at this facility for treatment of SMI (Q.A13a)
FLUPH_LAI,Long-acting injectable fluphenazine used at this facility for treatment of SMI (Q.A13a)
HALOP_NO,Haloperidol not used at this facility for treatment of SMI (Q.A13a)
HALOP_ORAL,Oral haloperidol used at this facility for treatment of SMI (Q.A13a)
HALOP_INJ,Injectable haloperidol used at this facility for treatment of SMI (Q.A13a)
HALOP_LAI,Long-acting injectable haloperidol used at this facility for treatment of SMI (Q.A13a)
LOXAP_NO,Loxapine not used at this facility for treatment of SMI (Q.A13a)
LOXAP_ORAL,Oral Loxapine used at this facility for treatment of SMI (Q.A13a)
LOXAP_INJ,Injectable Loxapine used at this facility for treatment of SMI (Q.A13a)
PERPH_NO,Perphenazine not used at this facility for treatment of SMI (Q.A13a)
PERPH_ORAL,Oral perphenazine used at this facility for treatment of SMI (Q.A13a)
PERPH_INJ,Injectable perphenazine used at this facility for treatment of SMI (Q.A13a)
PIMOZ_NO,Pimozide not used at this facility for treatment of SMI (Q.A13a)
PIMOZ_ORAL,Oral pimozide used at this facility for treatment of SMI (Q.A13a)
PIMOZ_TOP,Topical pimozide used at this facility for treatment of SMI (Q.A13a)
PROCH_NO,Prochlorperazine not used at this facility for treatment of SMI (Q.A13a)
PROCH_ORAL,Oral prochlorperazine used at this facility for treatment of SMI (Q.A13a)
PROCH_INJ,Injectable prochlorperazine used at this facility for treatment of SMI (Q.A13a)
PROCH_REC,Rectal prochlorperazine used at this facility for treatment of SMI (Q.A13a)
THIOT_NO,Thiothixene not used at this facility for treatment of SMI (Q.A13a)
THIOT_ORAL,Oral thiothixene used at this facility for treatment of SMI (Q.A13a)
THIOT_INJ,Injectable thiothixene used at this facility for treatment of SMI (Q.A13a)
THIOR_NO,Thioridazine not used at this facility for treatment of SMI (Q.A13a)
THIOR_ORAL,Oral thioridazine used at this facility for treatment of SMI (Q.A13a)
