Variable,Description
ACEDEPRS ," 'LIVE WITH ANYONE DEPRESSED, MENTALLY ILL, OR SUICIDAL?'"
ACEDIVRC , 'WERE YOUR PARENTS DIVORCED/SEPERATED?'
ACEDRINK , 'LIVE WITH A PROBLEM DRINKER/ALCOHOLIC?'
ACEDRUGS , 'LIVE WITH ANYONE WHO USED ILLEGAL DRUGS OR ABUSED PRESCRIPTIONS?'
ACEHURT1 , 'HOW OFTEN DID A PARENT PHYSICALLY HURT YOU IN ANY WAY?'
ACEHVSEX , 'HOW OFTEN DID ANYONE EVER FORCE YOU TO HAVE SEX?'
ACEPRISN , 'LIVE WITH ANYONE WHO SERVED TIME IN PRISON OR JAIL?'
ACEPUNCH , 'HOW OFTEN DID YOUR PARENTS BEAT EACH OTHER UP?'
ACESWEAR , 'HOW OFTEN DID A PARENT SWEAR AT YOU?'
ACETOUCH , 'HOW OFTEN DID ANYONE EVER TOUCH YOU SEXUALLY?'
ACETTHEM , 'HOW OFTEN DID ANYONE MAKE YOU TOUCH THEM SEXUALLY?'
ACTIN12_ , 'ESTIMATED ACTIVITY INTENSITY FOR FIRST ACTIVITY'
ACTIN22_ , 'ESTIMATED ACTIVITY INTENSITY FOR SECOND ACTIVITY'
ADDEPEV3 , '(EVER TOLD) YOU HAD A DEPRESSIVE DISORDER'
ALCDAY5 , 'DAYS IN PAST 30 HAD ALCOHOLIC BEVERAGE'
ARTHDIS2 , 'DOES ARTHRITIS AFFECT WHETHER YOU WORK'
ARTHEDU , 'EVER TAKEN CLASS IN MANAGING ARTHRITIS OR JOINT SYMPTOMS'
ARTHEXER , 'DR. SUGGEST USE OF PHYSICAL ACTIVITY OR EXERCISE FOR ARTHRITIS OR JOINT SYMPTOMS'
ASBIADVC , 'OFFERED ADVICE ABOUT WHAT LEVEL OF DRINKING IS HARMFUL OR RISKY?'
ASBIALCH , 'ASKED DURING CHECKUP IF YOU DRINK ALCHOHOL'
ASBIBING , 'ASKED WHETHER YOU DRANK [5 FOR MEN /4 FOR WOMEN] OR MORE ALCOHOLIC DRINKS ON AN OCCASION?'
ASBIDRNK , 'ASKED IN PERSON OR BY FORM HOW MUCH YOU DRINK?'
