Variable,Description
npi,National Provider Identifier
nppes_provider_last_org_name,Last Name/Organization Name of the Provider
nppes_provider_first_name,First Name of the Provider
nppes_provider_mi,Middle Initial of the Provider
nppes_credentials,Credentials of the Provider
nppes_provider_gender,Gender of the Provider
nppes_entity_code,Entity Type of the Provider
nppes_provider_street1,Street Address 1 of the Provider
nppes_provider_street2,Street Address 2 of the Provider
nppes_provider_city,City of the Provider
nppes_provider_zip,Zip Code of the Provider
nppes_provider_state,State Code of the Provider
nppes_provider_country,Country Code of the Provider
provider_type,Provider Type of the Provider
medicare_participation_indicator,Medicare Participation Indicator
place_of_service,Place of Service
hcpcs_code,HCPCS
hcpcs_description,HCPCS Description
hcpcs_drug_indicator,Identifies HCPCS As Drug Included in the ASP Drug List
line_srvc_cnt,Number of Services
bene_unique_cnt,Number of Medicare Beneficiaries
bene_day_srvc_cnt,Number of Distinct Medicare Beneficiary/Per Day Services
average_medicare_allowed_amt,Average Medicare Allowed Amount
stdev_medicare_allowed_amt,
average_submitted_chrg_amt,Average Submitted Charge Amount
stdev_submitted_chrg_amt,
average_medicare_payment_amt,Average Medicare Payment Amount
stdev_medicare_payment_amt,
