Variable,Description
ACEADNED , 'DID AN ADULT MAKE SURE BASIC NEEDS WERE MET'
ACEADSAF , 'DID AN ADULT MAKE YOU FEEL SAFE AND PROTECTED'
ACEDEPRS ," 'LIVE WITH ANYONE DEPRESSED, MENTALLY ILL, OR SUICIDAL?'"
ACEDIVRC , 'WERE YOUR PARENTS DIVORCED/SEPERATED?'
ACEDRINK , 'LIVE WITH A PROBLEM DRINKER/ALCOHOLIC?'
ACEDRUGS , 'LIVE WITH ANYONE WHO USED ILLEGAL DRUGS OR ABUSED PRESCRIPTIONS?'
ACEHURT1 , 'HOW OFTEN DID A PARENT PHYSICALLY HURT YOU IN ANY WAY?'
ACEHVSEX , 'HOW OFTEN DID ANYONE EVER FORCE YOU TO HAVE SEX?'
ACEPRISN , 'LIVE WITH ANYONE WHO SERVED TIME IN PRISON OR JAIL?'
ACEPUNCH , 'HOW OFTEN DID YOUR PARENTS BEAT EACH OTHER UP?'
ACESWEAR , 'HOW OFTEN DID A PARENT SWEAR AT YOU?'
ACETOUCH , 'HOW OFTEN DID ANYONE EVER TOUCH YOU SEXUALLY?'
ACETTHEM , 'HOW OFTEN DID ANYONE MAKE YOU TOUCH THEM SEXUALLY?'
ADDEPEV3 , '(EVER TOLD) YOU HAD A DEPRESSIVE DISORDER'
ALCDAY5 , 'DAYS IN PAST 30 HAD ALCOHOLIC BEVERAGE'
ARTHDIS2 , 'DOES ARTHRITIS AFFECT WHETHER YOU WORK'
ARTHEDU , 'EVER TAKEN CLASS IN MANAGING ARTHRITIS OR JOINT SYMPTOMS'
ARTHEXER , 'DR. SUGGEST USE OF PHYSICAL ACTIVITY OR EXERCISE FOR ARTHRITIS OR JOINT SYMPTOMS'
ASTHMA3 , 'EVER TOLD HAD ASTHMA'
ASTHNOW , 'STILL HAVE ASTHMA'
AVEDRNK3 , 'AVG ALCOHOLIC DRINKS PER DAY IN PAST 30'
BIRTHSEX , 'ARE YOU MALE OR FEMALE?'
BLDSTFIT , 'WAS TEST PART OF COLOGUARD TEST?'
BLDSUGAR , 'HOW OFTEN CHECK BLOOD FOR GLUCOSE'
BLIND , 'BLIND OR DIFFICULTY SEEING'
BPHIGH6 , 'EVER TOLD BLOOD PRESSURE HIGH'
BPMEDS , 'CURRENTLY TAKING BLOOD PRESSURE MEDICATION'
CADULT1 , 'ARE YOU 18 YEARS OF AGE OR OLDER?'
CAGEG , 'FOUR LEVEL CHILD AGE'
CAREGIV1 , 'PROVIDED REGULAR CARE FOR FAMILY OR FRIEND'
CASTHDX2 , 'HLTH PRO EVER SAID CHILD HAS ASTHMA'
CASTHNO2 , 'CHILD STILL HAVE ASTHMA?'
CCLGHOUS , 'DO YOU LIVE IN COLLEGE HOUSING?'
CDASSIST , 'NEED ASSISTANCE WITH DAY-TO_DAY ACTIVITIES DUE TO CONFUSION OR MEMORY LOSS'
CDDISCUS , 'HAVE YOU DISCUSSED YOUR CONFUSION OR MEMORY LOSS WITH A HEALTH CARE PROFESSIONAL?'
CDHELP , 'WHEN YOU NEED HELP WITH DAY-TO-DAY ACTIVITIES ARE YOU ABLE TO GET IT'
CDHOUSE , 'GIVEN UP DAY-TO-DAY CHORES DUE TO CONFUSION OR MEMORY LOSS'
CDSOCIAL , 'DOES CONFUSION OR MEMORY LOSS INTERFERE WITH WORK OR SOCIAL ACTIVITIES'
CELLFON5 , 'IS THIS A CELL PHONE?'
CELLSEX , 'ARE YOU MALE OR FEMALE?'
