Variable,Description
CASEID,"Case identification number
Program generated case (record) identifier."
STATE,"State abbreviations
"
STATE,State abbreviations
STFIPS,"Census state FIPS code
"
STFIPS,Census state FIPS code
DETOX,"Facility offers detoxification (Q.1)
"
TREATMT,"Facility offers substance use treatment (Q.1)
"
SMISEDSUD,"Facility offers treatment for co-occurring serious mental illness
(SMI)/serious emotional disturbance (SED) and substance use disorders (Q.1)
"
OWNERSHP,"Organization that operates the facility (Q.8)
"
FEDOWN,"Federal government agency that operates the facility (Q.8a)
"
HOSPITAL,"Facility is a hospital or located in or operated by a hospital (Q.24)
"
LOCS,"Type of hospital (Q.24a)
"
LOC5,"Facility operates transitional housing or a halfway house for substance use
clients (Q.25)
"
OTP,"Facility operates an opioid treatment program (Q.13)
"
ASSESSMENT,"Number of assessment and pre-treatment services offered by this
facility (Q.12)
"
TESTING,"Number of testing services offered by this facility (Q.12)
"
MEDICAL,"Number of medical services offered by this facility (Q.12)
"
TRANSITION,"Number of transitional services offered by this facility (Q.12)
"
RECOVERY,"Number of recovery support services offered by this facility (Q.12)
"
EDUCATION,"Number of education and counseling services offered by this facility
(Q.12)
"
ANCILLARY,"Number of ancillary services offered by this facility (Q.12)
"
OTHER_SRVC,"Number of other services offered by this facility (Q.12)
"
PHARMACOTHERAPIES,"Number of pharmacotherapies offered by this facility (Q.12)
"
SRVC89,"Facility offers screening for substance abuse (Q.12)
"
SRVC90,"Facility offers screening for mental health disorders (Q.12)
"
SRVC1,"Facility offers comprehensive substance abuse assessment or diagnosis (Q.12)
"
SRVC2,"Facility offers comprehensive mental health assessment or diagnosis (Q.12)
"
SRVC107,"Facility offers screening for tobacco use (Q.12)
"
SRVC91,"Facility offers outreach to persons in the community who may need treatment
(Q.12)
"
SRVC93,"Facility offers interim services for clients when immediate admission is not
possible (Q.12)
"
SRVCEDCON,"Facility offers professional interventionist/educational consultant (Q.12)
"
SRVCORAL,"Facility offers drug and alcohol oral fluid testing (Q.12)
"
SRVC10,"Facility offers breathalyzer or other blood alcohol testing (Q.12)
"
SRVC11,"Facility offers drug or alcohol urine screening (Q.12)
"
SRVC73,"Facility offers screening for hepatitis B (Q.12)
"
SRVC74,"Facility offers screening for hepatitis C (Q.12)
"
SRVC14,"Facility offers HIV testing (Q.12)
"
SRVC15,"Facility offers STD testing (Q.12)
"
SRVC16,"Facility offers TB screening (Q.12)
"
SRVCMETA,"Facility offers testing for metabolic syndrome (Q.12)
"
SRVCHAV,"Facility offers hepatitis A (HAV) vaccination (Q.12)
"
SRVCHBV,"Facility offers hepatitis B (HBV) vaccination (Q.12)
"
SRVC37,"Facility offers discharge planning (Q.12)
"
SRVC27,"Facility offers aftercare/continuing care (Q.12)
"
SRVCODED,"Facility offers naloxone and overdose education (Q.12)
"
SRVCOUTCM,"Facility offers outcome follow-up after discharge (Q.12)
"
SRVC97,"Facility offers mentoring/peer support (Q.12)
"
SRVC102,"Facility offers self-help groups (Q.12)
"
SRVC39,"Facility offers assistance in locating housing for clients (Q.12)
"
SRVC38,"Facility offers employment counseling or training for clients (Q.12)
"
SRVC36,"Facility offers assistance with obtaining social services (for example,
Medicaid, WIC, SSI, SSDI) (Q.12)
"
SRVCCOACH,"Facility offers recovery coach (Q.12)
"
SRVC24,"Facility offers HIV or AIDS education, counseling, or support (Q.12)
"
SRVC104,"Facility offers hepatitis education, counseling, or support (Q.12)
"
SRVC99,"Facility offers health education other than HIV/AIDS or hepatitis (Q.12)
"
SRVC100,"Facility offers substance abuse education (Q.12)
"
SRVC105,"Facility offers smoking/tobacco cessation counseling (Q.12)
"
SRVC6,"Facility offers individual counseling (Q.12)
"
SRVC5,"Facility offers group counseling (Q.12)
"
SRVC4,"Facility offers family counseling (Q.12)
"
SRVC103,"Facility offers marital/couples counseling (Q.12)
"
SRVCVOCED,"Facility offers vocational training or educational support (Q.12)
"
SRVC49,"Facility offers case management services (Q.12)
"
SRVC96,"Facility offers social skills development (Q.12)
"
SRVC50,"Facility offers child care for clients' children (Q.12)
"
SRVC52,"Facility offers domestic (family or partner) violence services (Q.12)
"
SRVC98,"Facility offers early intervention for HIV (Q.12)
"
SRVC59,"Facility offers transportation assistance to treatment (Q.12)
"
SRVC101,"Facility offers mental health services (Q.12)
"
SRVC48,"Facility offers acupuncture (Q.12)
"
SRVC75,"Facility offers residential beds for clients' children (Q.12)
"
SRVC117,"Facility offers treatment services for gambling disorder (Q.12)
"
SRVC118,"Facility offers treatment services for Internet use disorder (Q.12)
"
SRVC119,"Facility offers treatment services for other addiction disorder (non-substance
abuse) (Q.12)
"
SRVC70,"Facility offers disulfram (Antabuse®) pharmacotherapy services (Q.12)
"
SRVC71,"Facility offers naltrexone (oral) pharmacotherapy services (Q.12)
"
SRVC108,"Facility offers naltrexone (extended-release, injectable, for example, Vivitrol®)
pharmacotherapy services (Q.12)
"
SRVC88,"Facility offers acamprosate (Campral®) pharmacotherapy services (Q.12)
"
SRVC94,"Facility offers nicotine replacement pharmacotherapy services (Q.12)
"
SRVC106,"Facility offers non-nicotine smoking/tobacco cessation medications (for
example, bupropion, varenicline) (Q.12)
"
SRVC95,"Facility offers medications for psychiatric disorders (Q.12)
"
SRVC85,"Facility offers methadone pharmacotherapy services (Q.12)
"
SRVC87,"Facility offers buprenorphine with naloxone pharmacotherapy services (Q.12)
"
SRVC86,"Facility offers buprenorphine without naloxone pharmacotherapy services
(Q.12)
"
SRVC129,"Facility offers buprenorphine sub-dermal implant (Probuphine®)
pharmacotherapy services (Q.12)
"
SRVC130,"Facility offers buprenorphine (extended-release, injectable, for example,
Sublocade®) pharmacotherapy services (Q.12)
"
SRVCMEDHIV,"Facility offers medications for HIV treatment (for example, antiretroviral
medications such as tenofovir, efavirenz, emtricitabine, atazanavir, and lamivudine)
(Q.12)
"
SRVCMEDHCV,"Facility offers medications for hepatitis C (HCV) treatment (for example,
sofosbuvir, ledipasvir, interferon, peginterferon, ribavirin) (Q.12)
"
SRVCMEDLOFE,"Facility offers lofexidine pharmacotherapy services (Q.12)
"
SRVCMEDCLON,"Facility offers clonidine pharmacotherapy services (Q.12)
"
SRVC30,"Facility has a tailored program for adolescents (Q.19a)
"
SRVC120,"Facility has a tailored program for young adults (Q.19a)
"
SRVC34,"Facility has a tailored program for adult women (Q.19a)
"
SRVC33,"Facility has a tailored program for pregnant/postpartum women (Q.19a)
"
SRVC64,"Facility has a tailored program for adult men (Q.19a)
"
SRVC63,"Facility has a tailored program for seniors or older adults (Q.19a)
"
SRVC62,"Facility has a tailored program for lesbian, gay, bisexual, transgender (LGBT)
clients (Q.19a)
"
SRVC113,"Facility has a tailored program for veterans (Q.19a)
"
SRVC114,"Facility has a tailored program for active duty military (Q.19a)
"
SRVC115,"Facility has a tailored program for members of military families (Q.19a)
"
SRVC61,"Facility has a tailored program for criminal justice clients (other than DUI/DWI)
(Q.19a)
"
SRVC31,"Facility has a tailored program for clients with co-occurring mental and
substance use disorders (Q.19a)
"
SRVCPAINSA,"Facility has a tailored program for clients with co-occurring pain and
substance use (Q.19a)
"
SRVC32,"Facility has a tailored program for clients with HIV or AIDS (Q.19a)
"
