Variable,Description
provider_id,The 6-digit identification number for the hospital on the claim.
hospital_name,"The hospital name, as reported in the POS file."
address,"The hospital address, as reported in the POS file."
city,"The city where the hospital is located, as reported in the POS file."
state,"The state where the hospital is located, as reported in POS file. The fifty U.S. states and the District of Columbia are reported by the state postal abbreviation."
zip_code,"The home hospital’s zip code, as reported in the POS file."
county_name,"The county where the hospital is located, as reported in POS file. "
phone_number,"The hospital phone number, as reported in the POS file."
hospital_type,Hospital type
hospital_ownership,Hospital ownership
emergency_services,Emergency services
meets_criteria_for_promoting_interoperability_of_ehrs,Indicator for whether the hospital meets the criteria for the Medicare Promoting Interoperability Program
hospital_overall_rating,Hospital overall rating
hospital_overall_rating_footnote,Footnote about hospital overall rating
mortality_group_measure_count,Count of measures included in the Mortality measure group
facility_mortaility_measures_count,Number of Mortality measures used in the hospital’s overall star rating
mortality_measures_better_count,Number of Mortality measures that are better than the national value
mortality_measures_no_different_count,Number of Mortality measures that are no different than the national value
mortality_measures_worse_count,Number of Mortality measures that are worse than the national value
mortaility_group_footnote,Footnote about Mortality measures
safety_measures_count,Count of measures included in the Safety of Care measure group
facility_care_safety_measures_count,Number of Safety of care measures used in the hospital’s overall star rating
safety_measures_better_count,Number of Safety of care measures that are better than the national value
safety_measures_no_different_count,Number of Safety of care measures that are no different than the national value
safety_measures_worse_count,Number of Safety of care measures that are worse than the national value
safety_group_footnote,Footnote about Safety of care measures
readmission_measures_count,Count of measures included in the Readmission measure group
facility_readmission_measures_count,Number of Readmission measures used in the hospital’s overall star rating
readmission_measures_better_count,Number of Readmission measures that are better than the national value
readmission_measures_no_different_count,Number of Readmission measures that are no different than the national value
readmission_measures_worse_count,Number of Readmission measures that are worse than the national value
readmission_measures_footnote,Footnote about Readmission measures
patient_experience_measures_count,Count of measures included in the Patient experience measure group
facility_patient_experience_measures_count,Number of Patient experience measures used in the hospital’s overall star rating
patient_experience_measures_footnote,Footnote about Patient experience measures
timely_and_effective_care_measures_count,Count of measures included in the Timely and effective care measure group
facility_timely_and_effective_care_measures_count,Number of Timely and effective care measures used in the hospital’s overall star rating
timely_and_effective_care_measures_footnote,Footnote about Timely and effective care measures
