Variable, Description
ACCELI42,PERS ELIGIBLE FOR ACCESS SUPPLEMENT-R4/2
ACTDTY31,MILITARY FULL-TIME ACTIVE DUTY - R3/1
ACTDTY42,MILITARY FULL-TIME ACTIVE DUTY - R4/2
ACTDTY53,MILITARY FULL-TIME ACTIVE DUTY - R5/3
ACTLIM31,ANY LIMITATION WORK/HOUSEWRK/SCHL - RD 3/1
ADACLS42,SAQ 4WKS:ACCMP LESS B/C PHY PRBS VR-12
ADAGE42,SAQ: SURVEY AGE
ADASKALC42,SAQ 12 MTHS: ALCOHOL CONSUMPTION
ADBLDS42,SAQ 12 MTHS: AT HOME BLOOD STOOL TEST
ADBMI42,ADULT BODY MASS INDEX (> 17) - RD 4/2
ADBNDN42,SAQ: BONE DENSITY SCAN
ADBPCK42,SAQ 24 MTHS: DR CHECK BLOOD PRESSURE
ADBRST42,SAQ: HAVE BRST CANCER/BRST REMOVED
ADBRTC42,"SAQ 12 MTHS: BIRTH CONTROL COUNSELING OR
INFO"
ADCHLC42,SAQ 5 YRS: DR CHECK CHOLESTEROL
ADCLIM42,SAQ: HLTH LIMITS CLIMBING STAIRS VR-12
ADCLNS42,SAQ 10 YRS: HAD COLONOSCOPY
ADCMPM42,SAQ: DATE COMPLETED - MONTH
ADCMPY42,SAQ: DATE COMPLETED - YEAR
ADCOLN42,SAQ: HAD COLON CANCER/COLON REMOVED
ADCOMPAN42,SAQ: FEEL LACK COMPANIONSHIP
ADDAYA42,SAQ: HLTH LIMITS MOD ACTIVITIES VR-12
ADDAYEXER42,SAQ: 30 DAYS AVG DAYS PER WK MOD EXRCS
ADDEBT42,SAQ: 12 MOS CONTACT COLLECTION
ADDPRS42,SAQ 2 WKS: FELT DOWN/DEPRESSED/HOPELESS
ADDSCU42,SAQ: DISCUSS ASPIRIN PREVENTIVE USE
ADEFRT42,SAQ 30 DAYS: HOW OFTN EVERYTHNG AN EFFORT
ADEMLS42,SAQ 4WKS: ACCMP LESS B/C MNT PRBS VR-12
ADENGY42,SAQ 4WKS: HAD A LOT OF ENERGY VR-12
ADFLST42,SAQ 12 MTHS: FLU VACCINATION
ADGENH42,SAQ: HEALTH IN GENERAL VR-12
ADHDADDX,ADHD/ADD DIAGNOSIS (5-17)
ADHDAGED,AGE OF DIAGNOSIS-ADHD/ADD
ADHOPE42,SAQ 30 DAYS: HOW OFTEN FELT HOPELESS
ADINTR42,SAQ 2 WKS: LITTLE INTEREST IN THINGS
ADISOL42,SAQ: FEEL ISOLATED
ADLANG42,SAQ: LANGUAGE OF SAQ INTERVIEW
ADLATERENT42,SAQ: 12 MOS PAY RENT/MORTG LATE
ADLATEUTIL42,SAQ: 12 MOS PAY UTILITY LATE
ADLEFTOUT42,SAQ: FEEL LEFT OUT
ADLHLP31,ADL SCREENER - RD 3/1
ADMDVT42,SAQ: LAST TIME DR VISIT
ADMINSEXER42,SAQ: 30 DAYS MIN PER DAY MOD EXRCS
ADMISSCCLN42,SAQ: 12 MOS MISS CARD OR LOAN PYMT
ADMMGR42,SAQ 2 YRS: HAD MAMMOGRAM
ADMNTRT42,SAQ 12 MTHS: GET COUNSEL TRTMENT MEDICINE
ADMOOD42,SAQ 12 MTHS: DR ASK ANXIOUS/DEPRSSED
ADMWCF42,SAQ 4WKS:WORK LIMT B/C MNT PROBS VR-12
ADNERV42,SAQ 30 DAYS: HOW OFTEN FELT NERVOUS
ADNOAP42,SAQ: CAN'T TAKE ASPRIN FOR MED REASON
ADNUMDRK42,SAQ 12 MTHS: NUMBER DRINKS TYPICAL DAY
